family	hexa_id	diet
Unidentified	H_0382_Diptera_Diptera	unidentified
Unidentified	H_0383_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0476_Diptera_Diptera	unidentified
Unidentified	H_1166_Orthoptera_Orthoptera	unidentified
Unidentified	H_0535_Diptera_Diptera	unidentified
Unidentified	H_1015_Diptera_Diptera	unidentified
Unidentified	H_0524_Diptera_Diptera	unidentified
Unidentified	H_0857_Diptera_Diptera	unidentified
Unidentified	H_0907_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0393_Diptera_Diptera	unidentified
Unidentified	H_0717_Hemiptera_Hemiptera	unidentified
Unidentified	H_0621_Collembola_Collembola	unidentified
Unidentified	H_0956_Diptera_Diptera	unidentified
Unidentified	H_0865_Coleoptera_Coleoptera	unidentified
Unidentified	H_0262_Hemiptera_Hemiptera	unidentified
Unidentified	H_0087_Diptera_Diptera	unidentified
Unidentified	H_0415_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_1031_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0930_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0726_Diptera_Diptera	unidentified
Unidentified	H_0872_Diptera_Diptera	unidentified
Unidentified	H_1068_Collembola_Collembola	unidentified
Unidentified	H_0271_Diptera_Diptera	unidentified
Unidentified	H_0408_Diptera_Diptera	unidentified
Unidentified	H_0273_Hemiptera_Hemiptera	unidentified
Unidentified	H_0187_Diptera_Diptera	unidentified
Unidentified	H_0974_Diptera_Diptera	unidentified
Unidentified	H_0144_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0547_Diptera_Diptera	unidentified
Unidentified	H_0518_Diptera_Diptera	unidentified
Unidentified	H_1150_Collembola_Collembola	unidentified
Unidentified	H_0870_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0281_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0695_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1188_Diptera_Diptera	unidentified
Unidentified	H_0890_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1088_Diptera_Diptera	unidentified
Unidentified	H_0111_Diptera_Diptera	unidentified
Unidentified	H_0112_Diptera_Diptera	unidentified
Unidentified	H_0474_Coleoptera_Coleoptera	unidentified
Unidentified	H_0707_Diptera_Diptera	unidentified
Unidentified	H_0560_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0040_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0915_Hemiptera_Hemiptera	unidentified
Unidentified	H_0506_Diptera_Diptera	unidentified
Unidentified	H_0222_Coleoptera_Coleoptera	unidentified
Unidentified	H_1155_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0964_Diptera_Diptera	unidentified
Unidentified	H_0525_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0716_Coleoptera_Coleoptera	unidentified
Unidentified	H_0527_Diptera_Diptera	unidentified
Unidentified	H_1004_Diptera_Diptera	unidentified
Unidentified	H_0864_Diptera_Diptera	unidentified
Unidentified	H_1058_Hemiptera_Hemiptera	unidentified
Unidentified	H_0308_Diptera_Diptera	unidentified
Unidentified	H_1027_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0325_Hemiptera_Hemiptera	unidentified
Unidentified	H_0131_Collembola_Collembola	unidentified
Unidentified	H_1184_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0536_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0329_Diptera_Diptera	unidentified
Unidentified	H_0681_Diptera_Diptera	unidentified
Unidentified	H_1020_Coleoptera_Coleoptera	unidentified
Unidentified	H_0318_Coleoptera_Coleoptera	unidentified
Unidentified	H_0050_Diptera_Diptera	unidentified
Unidentified	H_0365_Coleoptera_Coleoptera	unidentified
Unidentified	H_0733_Coleoptera_Coleoptera	unidentified
Unidentified	H_0789_Diptera_Diptera	unidentified
Unidentified	H_1044_Diptera_Diptera	unidentified
Unidentified	H_0849_Diptera_Diptera	unidentified
Unidentified	H_0646_Diptera_Diptera	unidentified
Unidentified	H_0357_Hemiptera_Hemiptera	unidentified
Unidentified	H_0372_Diptera_Diptera	unidentified
Unidentified	H_0630_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0374_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1156_Coleoptera_Coleoptera	unidentified
Unidentified	H_1144_Hemiptera_Hemiptera	unidentified
Unidentified	H_0334_Diptera_Diptera	unidentified
Unidentified	H_0895_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0381_Diptera_Diptera	unidentified
Unidentified	H_0609_Coleoptera_Coleoptera	unidentified
Unidentified	H_0818_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0355_Diptera_Diptera	unidentified
Unidentified	H_0897_Hemiptera_Hemiptera	unidentified
Unidentified	H_0548_Diptera_Diptera	unidentified
Unidentified	H_0677_Diptera_Diptera	unidentified
Unidentified	H_0792_Diptera_Diptera	unidentified
Unidentified	H_1218_Diptera_Diptera	unidentified
Unidentified	H_0873_Diptera_Diptera	unidentified
Unidentified	H_1053_Coleoptera_Coleoptera	unidentified
Unidentified	H_0363_Diptera_Diptera	unidentified
Unidentified	H_0228_Diptera_Diptera	unidentified
Unidentified	H_1057_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1209_Diptera_Diptera	unidentified
Unidentified	H_1176_Diptera_Diptera	unidentified
Unidentified	H_0276_Diptera_Diptera	unidentified
Unidentified	H_1010_Diptera_Diptera	unidentified
Unidentified	H_0177_Diptera_Diptera	unidentified
Unidentified	H_0647_Diptera_Diptera	unidentified
Unidentified	H_0492_Diptera_Diptera	unidentified
Unidentified	H_0373_Diptera_Diptera	unidentified
Unidentified	H_1035_Coleoptera_Coleoptera	unidentified
Unidentified	H_0969_Hemiptera_Hemiptera	unidentified
Unidentified	H_1190_Hemiptera_Hemiptera	unidentified
Unidentified	H_1089_Diptera_Diptera	unidentified
Unidentified	H_0684_Coleoptera_Coleoptera	unidentified
Unidentified	H_0230_Diptera_Diptera	unidentified
Unidentified	H_1092_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0659_Diptera_Diptera	unidentified
Unidentified	H_0847_Diptera_Diptera	unidentified
Unidentified	H_1178_Diptera_Diptera	unidentified
Unidentified	H_1214_Neuroptera_Neuroptera	unidentified
Unidentified	H_0835_Coleoptera_Coleoptera	unidentified
Unidentified	H_0962_Diptera_Diptera	unidentified
Unidentified	H_0982_Diptera_Diptera	unidentified
Unidentified	H_0509_Diptera_Diptera	unidentified
Unidentified	H_0047_Diptera_Diptera	unidentified
Unidentified	H_0682_Diptera_Diptera	unidentified
Unidentified	H_0514_Coleoptera_Coleoptera	unidentified
Unidentified	H_0245_Diptera_Diptera	unidentified
Unidentified	H_0458_Diptera_Diptera	unidentified
Unidentified	H_0732_Coleoptera_Coleoptera	unidentified
Unidentified	H_0639_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_1112_Diptera_Diptera	unidentified
Unidentified	H_0596_Diptera_Diptera	unidentified
Unidentified	H_0399_Coleoptera_Coleoptera	unidentified
Unidentified	H_0883_Diptera_Diptera	unidentified
Unidentified	H_1063_Diptera_Diptera	unidentified
Unidentified	H_1028_Hemiptera_Hemiptera	unidentified
Unidentified	H_1193_Hemiptera_Hemiptera	unidentified
Unidentified	H_1017_Coleoptera_Coleoptera	unidentified
Unidentified	H_0971_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0910_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0490_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0289_Diptera_Diptera	unidentified
Unidentified	H_0608_Neuroptera_Neuroptera	unidentified
Unidentified	H_0750_Coleoptera_Coleoptera	unidentified
Unidentified	H_0364_Diptera_Diptera	unidentified
Unidentified	H_0791_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1115_Psocoptera_Psocoptera	unidentified
Unidentified	H_0770_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0801_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1127_Isopoda_Isopoda	unidentified
Unidentified	H_0501_Diptera_Diptera	unidentified
Unidentified	H_1172_Thysanoptera_Thysanoptera	unidentified
Unidentified	H_1133_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0687_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_1090_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0972_Hemiptera_Hemiptera	unidentified
Unidentified	H_0155_Hemiptera_Hemiptera	unidentified
Unidentified	H_0471_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0781_Collembola_Collembola	unidentified
Unidentified	H_0737_Coleoptera_Coleoptera	unidentified
Unidentified	H_1011_Diptera_Diptera	unidentified
Unidentified	H_0782_Diptera_Diptera	unidentified
Unidentified	H_1042_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0656_Coleoptera_Coleoptera	unidentified
Unidentified	H_0874_Hemiptera_Hemiptera	unidentified
Unidentified	H_0626_Diptera_Diptera	unidentified
Unidentified	H_0876_Diptera_Diptera	unidentified
Unidentified	H_0701_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0728_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0604_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0587_Diptera_Diptera	unidentified
Unidentified	H_0975_Diptera_Diptera	unidentified
Unidentified	H_0800_Diptera_Diptera	unidentified
Unidentified	H_0828_Diptera_Diptera	unidentified
Unidentified	H_1124_Diptera_Diptera	unidentified
Xyelidae	H_0537_Hymenoptera_Xyela	herbivorous
