family	hexa_id	diet
Eulophidae	H_0459_Hymenoptera_Eulophidae	predatory/parasitic
Eulophidae	H_0225_Hymenoptera_Eulophidae	predatory/parasitic
Eulophidae	H_0830_Hymenoptera_Eulophidae	predatory/parasitic
Eulophidae	H_0394_Hymenoptera_Eulophidae	predatory/parasitic
Eulophidae	H_0880_Hymenoptera_Eulophidae	predatory/parasitic
Eurytomidae	H_0739_Hymenoptera_Eurytomidae	herbivorous
Eurytomidae	H_0250_Hymenoptera_Eurytomidae	herbivorous
Flatidae	H_0309_Hemiptera_Geisha.distinctissima	herbivorous
Formicidae	H_0001_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0139_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0683_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1128_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1175_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1025_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0412_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0413_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0462_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0612_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1167_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0418_Hymenoptera_Nylanderia	predatory/parasitic
Formicidae	H_1142_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0651_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0811_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1206_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0020_Hymenoptera_Lasius	predatory/parasitic
Formicidae	H_0244_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0022_Hymenoptera_Nylanderia	predatory/parasitic
Formicidae	H_0990_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1164_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1096_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0533_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1097_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0358_Hymenoptera_Aphaenogaster	predatory/parasitic
Formicidae	H_0252_Hymenoptera_Lasius	predatory/parasitic
Formicidae	H_0120_Hymenoptera_Lasius	predatory/parasitic
Formicidae	H_0183_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1018_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1173_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0081_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0037_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0787_Hymenoptera_Dolichoderus	predatory/parasitic
Formicidae	H_0926_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0578_Hymenoptera_Lasius	predatory/parasitic
Formicidae	H_1080_Hymenoptera_Formica.cunicularia	predatory/parasitic
Formicidae	H_0388_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1100_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_1169_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0315_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1174_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0069_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0255_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0878_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0914_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1119_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0896_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1146_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0467_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_0556_Hymenoptera_Lasius	predatory/parasitic
Formicidae	H_0763_Hymenoptera_Formica.cunicularia	predatory/parasitic
Formicidae	H_0237_Hymenoptera_Pheidole	predatory/parasitic
Formicidae	H_0747_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0823_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1084_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0941_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0844_Hymenoptera_Formica	predatory/parasitic
Formicidae	H_0499_Hymenoptera_Formicidae	predatory/parasitic
Formicidae	H_1223_Hymenoptera_Nylanderia	predatory/parasitic
Formicidae	H_1171_Hymenoptera_Formica	predatory/parasitic
Gelechiidae	H_1122_Lepidoptera_Gelechiidae	herbivorous
Geometridae	H_1073_Lepidoptera_Geometridae	herbivorous
Geometridae	H_0434_Lepidoptera_Geometridae	herbivorous
Geometridae	H_0251_Lepidoptera_Inurois	herbivorous
Geometridae	H_0749_Lepidoptera_Geometridae	herbivorous
Gryllidae	H_0888_Orthoptera_Gryllidae	variable
Gryllidae	H_0103_Orthoptera_Trigonidium	variable
Gryllidae	H_0950_Orthoptera_Trigonidium	variable
Gryllidae	H_0840_Orthoptera_Polionemobius	variable
Gryllidae	H_0115_Orthoptera_Gryllidae	variable
Gryllidae	H_0723_Orthoptera_Gryllidae	variable
Gryllidae	H_0688_Orthoptera_Loxoblemmus.equestris	variable
Gryllidae	H_0676_Orthoptera_Gryllidae	variable
Gryllidae	H_0977_Orthoptera_Velarifictorus.ornatus	variable
Gryllidae	H_0708_Orthoptera_Trigonidium	variable
Gryllidae	H_0337_Orthoptera_Loxoblemmus.equestris	variable
Gryllidae	H_1039_Orthoptera_Loxoblemmus	variable
Gryllidae	H_0140_Orthoptera_Polionemobius	variable
Gryllidae	H_0928_Orthoptera_Gryllidae	variable
Gryllidae	H_0922_Orthoptera_Dianemobius	variable
Gryllidae	H_1132_Orthoptera_Trigonidium	variable
Gryllidae	H_0498_Orthoptera_Trigonidium	variable
Halictidae	H_0416_Hymenoptera_Halictidae	herbivorous
Halictidae	H_0611_Hymenoptera_Halictidae	herbivorous
Halictophagidae	H_0713_Strepsiptera_Halictophagidae	predatory/parasitic
Hesperiidae	H_0522_Lepidoptera_Pelopidas.mathias	herbivorous
Hormaphididae	H_0179_Hemiptera_Pseudoregma.panicola	herbivorous
Hybotidae	H_0567_Diptera_Platypalpus	predatory/parasitic
Hydrophilidae	H_0067_Coleoptera_Hydrophilidae	variable
Hypogastruridae	H_0958_Collembola_Hypogastruridae	detritivorous
Ichneumonidae	H_0918_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_0328_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_0169_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_0138_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_0600_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_1024_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_0882_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_1036_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_0912_Hymenoptera_Ichneumonidae	predatory/parasitic
Ichneumonidae	H_0320_Hymenoptera_Ichneumonidae	predatory/parasitic
Isotomidae	H_1079_Collembola_Isotomidae	detritivorous
Issidae	H_0813_Hemiptera_Issidae	herbivorous
Keroplatidae	H_0649_Diptera_Neoplatyura	detritivorous
Latridiidae	H_1085_Coleoptera_Cortinicara	detritivorous
Lauxaniidae	H_0833_Diptera_Homoneura	detritivorous
Lauxaniidae	H_0055_Diptera_Homoneura	detritivorous
Lauxaniidae	H_0102_Diptera_Homoneura	detritivorous
Lauxaniidae	H_0256_Diptera_Minettia	detritivorous
Libellulidae	H_0517_Odonata_Pantala.flavescens	predatory/parasitic
Limoniidae	H_1000_Diptera_Limoniidae	variable
Limoniidae	H_0869_Diptera_Limoniidae	variable
Limoniidae	H_0113_Diptera_Limoniidae	variable
Limoniidae	H_0438_Diptera_Dicranomyia	variable
Lithobiidae	H_0286_Lithobiomorpha_Lithobiidae	predatory/parasitic
Lycaenidae	H_1102_Lepidoptera_Lycaenidae	herbivorous
Lycaenidae	H_1038_Lepidoptera_Pseudozizeeria.maha	herbivorous
Lycaenidae	H_0083_Lepidoptera_Cupido.argiades	herbivorous
Lycaenidae	H_0099_Lepidoptera_Lycaena	herbivorous
Lygaeidae	H_0014_Hemiptera_Nysius	variable
Lygaeidae	H_0079_Hemiptera_Nysius	variable
Lygaeidae	H_0790_Hemiptera_Geocoris	variable
Mantispidae	H_0617_Neuroptera_Mantispidae	predatory/parasitic
Megaspilidae	H_0056_Hymenoptera_Dendrocerus.carpenteri	predatory/parasitic
Miridae	H_0955_Hemiptera_Europiella	variable
Miridae	H_0346_Hemiptera_Miridae	variable
Miridae	H_0217_Hemiptera_Creontiades	variable
Miridae	H_0778_Hemiptera_Miridae	variable
Miridae	H_0564_Hemiptera_Stenotus	variable
Miridae	H_0593_Hemiptera_Apolygus	variable
Miridae	H_0016_Hemiptera_Adelphocoris	variable
Monotomidae	H_0757_Coleoptera_Monotoma	detritivorous
Mycetophilidae	H_0744_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0946_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_1001_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0602_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0448_Diptera_Boletina	detritivorous
Mycetophilidae	H_0759_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0287_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0595_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0331_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0660_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0731_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0549_Diptera_Mycetophilidae	detritivorous
Mycetophilidae	H_0349_Diptera_Mycetophilidae	detritivorous
Noctuidae	H_0997_Lepidoptera_Helicoverpa	herbivorous
Noctuidae	H_0908_Lepidoptera_Ctenoplusia	herbivorous
Noctuidae	H_0341_Lepidoptera_Noctuidae	herbivorous
Noctuidae	H_0302_Lepidoptera_Mythimna	herbivorous
Noctuidae	H_0571_Lepidoptera_Noctuidae	herbivorous
Noctuidae	H_0777_Lepidoptera_Noctuidae	herbivorous
Noctuidae	H_1043_Lepidoptera_Noctuidae	herbivorous
Noctuidae	H_1159_Lepidoptera_Helicoverpa	herbivorous
Noctuidae	H_0208_Lepidoptera_Sesamia	herbivorous
Noctuidae	H_0445_Lepidoptera_Noctuidae	herbivorous
Noctuidae	H_1114_Lepidoptera_Noctuidae	herbivorous
Noctuidae	H_0729_Lepidoptera_Noctuidae	herbivorous
Noctuidae	H_0995_Lepidoptera_Spodoptera	herbivorous
Noctuidae	H_0807_Lepidoptera_Mythimna.separata	herbivorous
Nymphalidae	H_1046_Lepidoptera_Vanessa.cardui	herbivorous
Pentatomidae	H_0026_Hemiptera_Pentatomidae	herbivorous
Pentatomidae	H_0121_Hemiptera_Pentatomidae	herbivorous
Pentatomidae	H_0456_Hemiptera_Eysarcoris	herbivorous
Peripsocidae	H_0369_Psocoptera_Peripsocus	detritivorous
Peripsocidae	H_0900_Psocoptera_Peripsocidae	detritivorous
Phlaeothripidae	H_0812_Thysanoptera_Phlaeothripidae	herbivorous
Phoridae	H_0919_Diptera_Phoridae	variable
Phoridae	H_0080_Diptera_Megaselia	variable
Phoridae	H_0375_Diptera_Phoridae	variable
Phoridae	H_1120_Diptera_Megaselia	variable
Phoridae	H_0952_Diptera_Phoridae	variable
Phoridae	H_0298_Diptera_Megaselia	variable
Phoridae	H_0566_Diptera_Megaselia	variable
Phoridae	H_0485_Diptera_Phoridae	variable
Phoridae	H_0368_Diptera_Megaselia	variable
Phoridae	H_0189_Diptera_Phoridae	variable
Phoridae	H_1204_Diptera_Megaselia	variable
Phoridae	H_0310_Diptera_Megaselia	variable
Phoridae	H_0145_Diptera_Phoridae	variable
Phoridae	H_0323_Diptera_Dohrniphora	variable
Phoridae	H_1054_Diptera_Phoridae	variable
Phoridae	H_0657_Diptera_Megaselia	variable
Phoridae	H_0637_Diptera_Phoridae	variable
Phoridae	H_0817_Diptera_Phoridae	variable
Phoridae	H_0407_Diptera_Phoridae	variable
Phoridae	H_0094_Diptera_Phoridae	variable
Pieridae	H_0219_Lepidoptera_Eurema.hecabe	herbivorous
Pipunculidae	H_0193_Diptera_Pipunculidae	predatory/parasitic
Pipunculidae	H_0077_Diptera_Pipunculidae	predatory/parasitic
Platystomatidae	H_0072_Diptera_Rivellia	variable
Platystomatidae	H_0110_Diptera_Rivellia	variable
Proctotrupidae	H_0798_Hymenoptera_Exallonyx	predatory/parasitic
Psyllidae	H_0704_Hemiptera_Cacopsylla	herbivorous
Pteromalidae	H_1034_Hymenoptera_Pteromalidae	predatory/parasitic
Pteromalidae	H_0034_Hymenoptera_Pteromalus.puparum	predatory/parasitic
Pyralidae	H_0663_Lepidoptera_Pyralidae	herbivorous
Pyrgomorphidae	H_0160_Orthoptera_Atractomorpha	herbivorous
Reduviidae	H_0491_Hemiptera_Peirates	predatory/parasitic
Reduviidae	H_1067_Hemiptera_Sphedanolestes	predatory/parasitic
Rhinotermitidae	H_0122_Blattodea_Reticulitermes	detritivorous
Rhopalidae	H_0029_Hemiptera_Rhopalidae	herbivorous
Rhopalidae	H_0455_Hemiptera_Rhopalidae	herbivorous
Saldidae	H_0552_Hemiptera_Saldula	predatory/parasitic
Sarcophagidae	H_0108_Diptera_Sarcophagidae	detritivorous
Sarcophagidae	H_0062_Diptera_Sarcophaga	detritivorous
Scarabaeidae	H_0088_Coleoptera_Popillia	variable
Scatopsidae	H_0090_Diptera_Coboldia	detritivorous
Scelionidae	H_0725_Hymenoptera_Ceratobaeus	predatory/parasitic
Sciaridae	H_0998_Diptera_Sciara	detritivorous
Sciaridae	H_0667_Diptera_Sciaridae	detritivorous
Sciaridae	H_0197_Diptera_Sciara	detritivorous
Sciaridae	H_0181_Diptera_Sciaridae	detritivorous
Sciaridae	H_0679_Diptera_Chaetosciara	detritivorous
Sciaridae	H_0421_Diptera_Bradysia	detritivorous
Sciaridae	H_0526_Diptera_Bradysia	detritivorous
Sciaridae	H_0105_Diptera_Sciaridae	detritivorous
Sciaridae	H_1154_Diptera_Sciaridae	detritivorous
Sciaridae	H_0296_Diptera_Sciaridae	detritivorous
Sciaridae	H_0299_Diptera_Bradysia	detritivorous
Sciaridae	H_0858_Diptera_Sciaridae	detritivorous
Sciaridae	H_0165_Diptera_Bradysia	detritivorous
Sciaridae	H_0758_Diptera_Sciaridae	detritivorous
Sciaridae	H_0282_Diptera_Sciaridae	detritivorous
Sciaridae	H_1153_Diptera_Sciaridae	detritivorous
Sciaridae	H_0741_Diptera_Sciaridae	detritivorous
Sciaridae	H_0194_Diptera_Sciaridae	detritivorous
Sciaridae	H_0631_Diptera_Sciaridae	detritivorous
Sciaridae	H_0089_Diptera_Bradysia	detritivorous
Sciaridae	H_0446_Diptera_Sciaridae	detritivorous
Sciaridae	H_1064_Diptera_Corynoptera	detritivorous
Sciaridae	H_0137_Diptera_Austrosciara	detritivorous
Sciaridae	H_0805_Diptera_Sciaridae	detritivorous
Sciaridae	H_0278_Diptera_Sciara	detritivorous
Sciaridae	H_0772_Diptera_Sciaridae	detritivorous
Sciaridae	H_0327_Diptera_Sciaridae	detritivorous
Sciaridae	H_1168_Diptera_Corynoptera	detritivorous
Sciaridae	H_0843_Diptera_Sciaridae	detritivorous
Sciaridae	H_0734_Diptera_Sciaridae	detritivorous
Sciaridae	H_1213_Diptera_Sciaridae	detritivorous
Sciaridae	H_1065_Diptera_Sciaridae	detritivorous
Sciaridae	H_0277_Diptera_Bradysia	detritivorous
Sciaridae	H_0779_Diptera_Sciaridae	detritivorous
Sciaridae	H_0979_Diptera_Sciaridae	detritivorous
Sciaridae	H_0159_Diptera_Sciaridae	detritivorous
Sciaridae	H_0532_Diptera_Sciaridae	detritivorous
Sciaridae	H_0942_Diptera_Sciaridae	detritivorous
Sciaridae	H_1149_Diptera_Sciaridae	detritivorous
Sciaridae	H_1026_Diptera_Sciaridae	detritivorous
Sciaridae	H_1093_Diptera_Corynoptera	detritivorous
Sciaridae	H_0335_Diptera_Sciaridae	detritivorous
Sciaridae	H_0674_Diptera_Dolichosciara	detritivorous
Sciaridae	H_0957_Diptera_Sciaridae	detritivorous
Sciaridae	H_0512_Diptera_Sciaridae	detritivorous
Sciaridae	H_0321_Diptera_Bradysia	detritivorous
Sciaridae	H_0422_Diptera_Sciaridae	detritivorous
Sciaridae	H_0624_Diptera_Sciaridae	detritivorous
Sciaridae	H_0336_Diptera_Bradysia	detritivorous
Sciaridae	H_0443_Diptera_Pseudolycoriella	detritivorous
Sciaridae	H_0762_Diptera_Sciaridae	detritivorous
Sciaridae	H_1059_Diptera_Bradysia	detritivorous
Sciaridae	H_1040_Diptera_Sciaridae	detritivorous
Sciaridae	H_0377_Diptera_Sciaridae	detritivorous
Sciaridae	H_1211_Diptera_Sciaridae	detritivorous
Sciaridae	H_0540_Diptera_Pseudolycoriella	detritivorous
Sciomyzidae	H_0753_Diptera_Sepedon	predatory/parasitic
Sepsidae	H_0411_Diptera_Sepsis	detritivorous
Sphaeroceridae	H_0943_Diptera_Sphaeroceridae	detritivorous
Sphaeroceridae	H_1060_Diptera_Sphaeroceridae	detritivorous
Staphylinidae	H_0539_Coleoptera_Staphylinidae	variable
Staphylinidae	H_0396_Coleoptera_Staphylinidae	variable
Staphylinidae	H_0495_Coleoptera_Staphylinidae	variable
Syrphidae	H_0743_Diptera_Syrphidae	variable
Syrphidae	H_0184_Diptera_Melanostoma	variable
Syrphidae	H_0253_Diptera_Syrphidae	variable
Tachinidae	H_0028_Diptera_Exorista	predatory/parasitic
Tachinidae	H_0170_Diptera_Exorista	predatory/parasitic
Tachinidae	H_0264_Diptera_Aplomya	predatory/parasitic
Tenthredinidae	H_0727_Hymenoptera_Athalia	herbivorous
Tenthredinidae	H_0371_Hymenoptera_Tenthredinidae	herbivorous
Tephritidae	H_0293_Diptera_Ensina.sonchi	herbivorous
Tetrigidae	H_0064_Orthoptera_Tetrigidae	herbivorous
Tettigoniidae	H_0628_Orthoptera_Ruspolia	variable
Tettigoniidae	H_0118_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_1117_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_1165_Orthoptera_Conocephalus	variable
Tettigoniidae	H_0043_Orthoptera_Conocephalus	variable
Tettigoniidae	H_1194_Orthoptera_Conocephalus.maculatus	variable
Tettigoniidae	H_1118_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_0229_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_0427_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_0675_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_0095_Orthoptera_Gampsocleis	variable
Tettigoniidae	H_1072_Orthoptera_Tettigoniidae	variable
Tettigoniidae	H_0002_Orthoptera_Conocephalus.maculatus	variable
Thripidae	H_1086_Thysanoptera_Thripidae	herbivorous
Thripidae	H_0544_Thysanoptera_Thripidae	herbivorous
Tingidae	H_0936_Hemiptera_Corythucha.marmorata	herbivorous
Tipulidae	H_0528_Diptera_Tipulidae	herbivorous
Tipulidae	H_0719_Diptera_Tipulidae	herbivorous
Tipulidae	H_0923_Diptera_Tipulidae	herbivorous
Tipulidae	H_0195_Diptera_Tipulidae	herbivorous
Tipulidae	H_0272_Diptera_Tipulidae	herbivorous
Tomoceridae	H_0261_Collembola_Tomocerus	detritivorous
Trichoceridae	H_0201_Diptera_Trichocera	detritivorous
Trichogrammatidae	H_0718_Hymenoptera_Trichogramma	predatory/parasitic
Trichogrammatidae	H_0093_Hymenoptera_Trichogramma	predatory/parasitic
Triozidae	H_0198_Hemiptera_Triozidae	herbivorous
Tropiduchidae	H_0504_Hemiptera_Ossoides.lineatus	herbivorous
Unidentified	H_0333_Diptera_Diptera	unidentified
Unidentified	H_0478_Diptera_Diptera	unidentified
Unidentified	H_0171_Diptera_Diptera	unidentified
Unidentified	H_0061_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0709_Coleoptera_Coleoptera	unidentified
Unidentified	H_0555_Hemiptera_Hemiptera	unidentified
Unidentified	H_0153_Diptera_Diptera	unidentified
Unidentified	H_0148_Diptera_Diptera	unidentified
Unidentified	H_0213_Diptera_Diptera	unidentified
Unidentified	H_0013_Diptera_Diptera	unidentified
Unidentified	H_0012_Diptera_Diptera	unidentified
Unidentified	H_0588_Hemiptera_Hemiptera	unidentified
Unidentified	H_0461_Diptera_Diptera	unidentified
Unidentified	H_0100_Hemiptera_Hemiptera	unidentified
Unidentified	H_0172_Hemiptera_Hemiptera	unidentified
Unidentified	H_0662_Diptera_Diptera	unidentified
Unidentified	H_0166_Diptera_Diptera	unidentified
Unidentified	H_0241_Diptera_Diptera	unidentified
Unidentified	H_0024_Diptera_Diptera	unidentified
Unidentified	H_0634_Coleoptera_Coleoptera	unidentified
Unidentified	H_0332_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0084_Diptera_Diptera	unidentified
Unidentified	H_0031_Diptera_Diptera	unidentified
Unidentified	H_0205_Diptera_Diptera	unidentified
Unidentified	H_0235_Diptera_Diptera	unidentified
Unidentified	H_0236_Diptera_Diptera	unidentified
Unidentified	H_0301_Diptera_Diptera	unidentified
Unidentified	H_0243_Coleoptera_Coleoptera	unidentified
Unidentified	H_0601_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0439_Diptera_Diptera	unidentified
Unidentified	H_0460_Hemiptera_Hemiptera	unidentified
Unidentified	H_0397_Neuroptera_Neuroptera	unidentified
Unidentified	H_0130_Diptera_Diptera	unidentified
Unidentified	H_0710_Coleoptera_Coleoptera	unidentified
Unidentified	H_1199_Collembola_Collembola	unidentified
Unidentified	H_0886_Diptera_Diptera	unidentified
Unidentified	H_0152_Diptera_Diptera	unidentified
Unidentified	H_0032_Diptera_Diptera	unidentified
Unidentified	H_0825_Diptera_Diptera	unidentified
Unidentified	H_0635_Coleoptera_Coleoptera	unidentified
Unidentified	H_0123_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0174_Diptera_Diptera	unidentified
Unidentified	H_0216_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0530_Diptera_Diptera	unidentified
Unidentified	H_0832_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0010_Diptera_Diptera	unidentified
Unidentified	H_0011_Diptera_Diptera	unidentified
Unidentified	H_0146_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0754_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0480_Diptera_Diptera	unidentified
Unidentified	H_0136_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0151_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0240_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0554_Hemiptera_Hemiptera	unidentified
Unidentified	H_0257_Diptera_Diptera	unidentified
Unidentified	H_0143_Diptera_Diptera	unidentified
Unidentified	H_0274_Diptera_Diptera	unidentified
Unidentified	H_0023_Diptera_Diptera	unidentified
Unidentified	H_0338_Diptera_Diptera	unidentified
Unidentified	H_0430_Diptera_Diptera	unidentified
Unidentified	H_0993_Hemiptera_Hemiptera	unidentified
Unidentified	H_1137_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0838_Diptera_Diptera	unidentified
Unidentified	H_0015_Diptera_Diptera	unidentified
Unidentified	H_0167_Diptera_Diptera	unidentified
Unidentified	H_0211_Diptera_Diptera	unidentified
Unidentified	H_0618_Diptera_Diptera	unidentified
Unidentified	H_0700_Diptera_Diptera	unidentified
Unidentified	H_0622_Diptera_Diptera	unidentified
Unidentified	H_0815_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0306_Diptera_Diptera	unidentified
Unidentified	H_0575_Hemiptera_Hemiptera	unidentified
Unidentified	H_0176_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0580_Diptera_Diptera	unidentified
Unidentified	H_0384_Diptera_Diptera	unidentified
Unidentified	H_1098_Diptera_Diptera	unidentified
Unidentified	H_0295_Diptera_Diptera	unidentified
Unidentified	H_0044_Diptera_Diptera	unidentified
Unidentified	H_0182_Diptera_Diptera	unidentified
Unidentified	H_0406_Diptera_Diptera	unidentified
Unidentified	H_0440_Coleoptera_Coleoptera	unidentified
Unidentified	H_0441_Hemiptera_Hemiptera	unidentified
Unidentified	H_0006_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0051_Diptera_Diptera	unidentified
Unidentified	H_0188_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0881_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0736_Diptera_Diptera	unidentified
Unidentified	H_0058_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0597_Diptera_Diptera	unidentified
Unidentified	H_0885_Diptera_Diptera	unidentified
Unidentified	H_0104_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0063_Diptera_Diptera	unidentified
Unidentified	H_0283_Diptera_Diptera	unidentified
Unidentified	H_0469_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0376_Diptera_Diptera	unidentified
Unidentified	H_0472_Diptera_Diptera	unidentified
Unidentified	H_0557_Neuroptera_Neuroptera	unidentified
Unidentified	H_0070_Diptera_Diptera	unidentified
Unidentified	H_0114_Diptera_Diptera	unidentified
Unidentified	H_0610_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0339_Diptera_Diptera	unidentified
Unidentified	H_1151_Hemiptera_Hemiptera	unidentified
Unidentified	H_0519_Diptera_Diptera	unidentified
Unidentified	H_0313_Diptera_Diptera	unidentified
Unidentified	H_0855_Diptera_Diptera	unidentified
Unidentified	H_0714_Coleoptera_Coleoptera	unidentified
Unidentified	H_0391_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0619_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0620_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0814_Diptera_Diptera	unidentified
Unidentified	H_0911_Diptera_Diptera	unidentified
Unidentified	H_0766_Coleoptera_Coleoptera	unidentified
Unidentified	H_0531_Hemiptera_Hemiptera	unidentified
Unidentified	H_0085_Orthoptera_Orthoptera	unidentified
Unidentified	H_1012_Coleoptera_Coleoptera	unidentified
Unidentified	H_0220_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0648_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0775_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0824_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0585_Lepidoptera_Lepidoptera	unidentified
Unidentified	H_0875_Diptera_Diptera	unidentified
Unidentified	H_0185_Diptera_Diptera	unidentified
Unidentified	H_0005_Diptera_Diptera	unidentified
Unidentified	H_0097_Diptera_Diptera	unidentified
Unidentified	H_0098_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0367_Diptera_Diptera	unidentified
Unidentified	H_0645_Diptera_Diptera	unidentified
Unidentified	H_0234_Diptera_Diptera	unidentified
Unidentified	H_0370_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0752_Diptera_Diptera	unidentified
Unidentified	H_1185_Coleoptera_Coleoptera	unidentified
Unidentified	H_0238_Hemiptera_Hemiptera	unidentified
Unidentified	H_0889_Hymenoptera_Hymenoptera	unidentified
Unidentified	H_0553_Diptera_Diptera	unidentified
Unidentified	H_0842_Diptera_Diptera	unidentified
Unidentified	H_0939_Hemiptera_Hemiptera	unidentified
Unidentified	H_0607_Diptera_Diptera	unidentified
Unidentified	H_0246_Diptera_Diptera	unidentified
Unidentified	H_0559_Diptera_Diptera	unidentified
