"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0186_Hemiptera_Aphis.spiraecola"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0193_Diptera_Pipunculidae"	0	1	1	0.0037	0	"prey"	1
"H_0195_Diptera_Tipulidae"	0.0631403634637051	0.936859636536295	4	0.0148	0.0194	"prey"	8
"H_0196_Diptera_Cecidomyiidae"	0.0669362422077861	0.933063757792214	7	0.0258	0.0081	"prey"	16
"H_0199_Hemiptera_Cicadellidae"	0.189789046172961	0.810210953827039	3	0.0111	0.0073	"prey"	7
"H_0203_Ephemeroptera_Cloeon"	0.0753701031744237	0.924629896825576	5	0.0185	0.0053	"prey"	13
"H_0205_Diptera_Diptera"	0.295159175927649	0.704840824072351	2	0.0074	0.0038	"prey"	2
"H_0206_Collembola_Homidia"	0	1	1	0.0037	0	"prey"	1
"H_0207_Coleoptera_Curculionidae"	0.0298200947952393	0.970179905204761	2	0.0074	0.0084	"prey"	2
"H_0208_Lepidoptera_Sesamia"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0214_Coleoptera_Rhinoncus"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0218_Coleoptera_Chaetocnema"	0	1	1	0.0037	0	"prey"	1
"H_0219_Lepidoptera_Eurema.hecabe"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0224_Diptera_Cecidomyiidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0227_Hemiptera_Cicadellidae"	0.161679087582751	0.838320912417249	3	0.0111	0.0185	"prey"	3
"H_0229_Orthoptera_Tettigoniidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0232_Coleoptera_Chrysomelidae"	0.032566430081498	0.967433569918502	3	0.0111	0	"prey"	11
"H_0236_Diptera_Diptera"	0.288801374236405	0.711198625763595	2	0.0074	0	"prey"	4
"H_0240_Lepidoptera_Lepidoptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0248_Diptera_Cecidomyiidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0252_Hymenoptera_Lasius"	0.117920504881846	0.882079495118154	1	0.0037	0	"prey"	3
"H_0255_Hymenoptera_Formica"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0257_Diptera_Diptera"	0	1	1	0.0037	0	"prey"	1
"H_0268_Hemiptera_Aphis"	0.0368450640204518	0.963154935979548	7	0.0258	0.0031	"prey"	58
"H_0269_Hemiptera_Bemisia"	0.169428440757132	0.830571559242868	1	0.0037	0	"prey"	2
"H_0273_Hemiptera_Hemiptera"	0.229068630347611	0.770931369652389	1	0.0037	0	"prey"	2
"H_0280_Hemiptera_Delphacidae"	0.163377321933548	0.836622678066452	2	0.0074	0	"prey"	3
"H_0281_Hymenoptera_Hymenoptera"	0	1	1	0.0037	0	"prey"	1
"H_0283_Diptera_Diptera"	0.0250274187513236	0.974972581248676	3	0.0111	0.0084	"prey"	4
"H_0294_Diptera_Cecidomyiidae"	0	1	2	0.0074	0.0104	"prey"	2
"H_0295_Diptera_Diptera"	0.0481834739133469	0.951816526086653	5	0.0185	0.0208	"prey"	8
"H_0296_Diptera_Sciaridae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0307_Diptera_Cecidomyiidae"	0.120351378004955	0.879648621995045	5	0.0185	0.0166	"prey"	10
"H_0309_Hemiptera_Geisha.distinctissima"	0.263780628111875	0.736219371888125	2	0.0074	0.0031	"prey"	2
"H_0315_Hymenoptera_Formicidae"	0.103125421182066	0.896874578817934	2	0.0074	0	"prey"	4
"H_0316_Hemiptera_Delphacidae"	0.558320481275438	0.441679518724562	2	0.0074	3e-04	"prey"	2
"H_0317_Hemiptera_Cicadellidae"	0.213752368993068	0.786247631006932	1	0.0037	0	"prey"	3
"H_0332_Lepidoptera_Lepidoptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0333_Diptera_Diptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0337_Orthoptera_Loxoblemmus.equestris"	0.117084002689925	0.882915997310075	2	0.0074	0	"prey"	3
"H_0346_Hemiptera_Miridae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0348_Diptera_Drosophilidae"	0	1	1	0.0037	0	"prey"	1
"H_0358_Hymenoptera_Aphaenogaster"	0	1	1	0.0037	0	"prey"	1
"H_0360_Diptera_Cecidomyiidae"	0.0930171894247909	0.906982810575209	7	0.0258	0.0107	"prey"	17
"H_0363_Diptera_Diptera"	0.592617585420487	0.407382414579513	1	0.0037	0	"prey"	1
"H_0364_Diptera_Diptera"	0.273430082756724	0.726569917243276	1	0.0037	0	"prey"	1
"H_0366_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_0368_Diptera_Megaselia"	0	1	1	0.0037	0	"prey"	1
"H_0375_Diptera_Phoridae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0377_Diptera_Sciaridae"	0.0411727754924399	0.95882722450756	3	0.0111	0.0104	"prey"	4
"H_0386_Diptera_Cecidomyiidae"	0.165655438111808	0.834344561888192	4	0.0148	0.013	"prey"	6
"H_0395_Hemiptera_Cicadellidae"	0	1	1	0.0037	0	"prey"	1
"H_0397_Neuroptera_Neuroptera"	0	1	1	0.0037	0	"prey"	1
"H_0401_Lepidoptera_Crambidae"	0.0298200947952393	0.970179905204761	2	0.0074	0.0084	"prey"	2
"H_0406_Diptera_Diptera"	0.0705009724513976	0.929499027548602	4	0.0148	0.0041	"prey"	6
"H_0407_Diptera_Phoridae"	0	1	1	0.0037	0	"prey"	1
"H_0413_Hymenoptera_Formica"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0415_Hymenoptera_Hymenoptera"	0.198333947235657	0.801666052764343	2	0.0074	0	"prey"	3
"H_0416_Hymenoptera_Halictidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0425_Diptera_Cecidomyiidae"	0.103125421182066	0.896874578817934	2	0.0074	0	"prey"	4
"H_0426_Diptera_Cecidomyiidae"	0.140846862653325	0.859153137346675	2	0.0074	0	"prey"	5
"H_0427_Orthoptera_Tettigoniidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0433_Hemiptera_Cicadellidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0434_Lepidoptera_Geometridae"	0.143661318036008	0.856338681963992	3	0.0111	0.0034	"prey"	4
"H_0443_Diptera_Pseudolycoriella"	0.333852770960831	0.666147229039169	2	0.0074	0.0081	"prey"	2
"H_0445_Lepidoptera_Noctuidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0457_Hemiptera_Empoascanara"	0.100765056933981	0.899234943066019	2	0.0074	0	"prey"	4
"H_0462_Hymenoptera_Formicidae"	0.208201883109471	0.791798116890529	2	0.0074	0	"prey"	6
"H_0465_Diptera_Forcipomyia"	0	1	1	0.0037	0	"prey"	1
"H_0467_Hymenoptera_Formicidae"	0	1	1	0.0037	0	"prey"	1
"H_0469_Lepidoptera_Lepidoptera"	0.278763090272676	0.721236909727324	2	0.0074	0	"prey"	3
"H_0470_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_0473_Hemiptera_Cicadellidae"	0.180756369930566	0.819243630069434	3	0.0111	0.0058	"prey"	4
"H_0476_Diptera_Diptera"	0.0760451495655692	0.923954850434431	2	0.0074	0.0128	"prey"	2
"H_0480_Diptera_Diptera"	0.0503926249015663	0.949607375098434	5	0.0185	0	"prey"	16
"H_0487_Collembola_Homidia"	0.0325888325202177	0.967411167479782	2	0.0074	0	"prey"	3
"H_0491_Hemiptera_Peirates"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0492_Diptera_Diptera"	0	1	1	0.0037	0	"prey"	1
"H_0497_Lepidoptera_Ostrinia"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0505_Lepidoptera_Crambidae"	0.564236489236903	0.435763510763097	1	0.0037	0	"prey"	1
"H_0507_Lepidoptera_Crambidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0508_Diptera_Cecidomyiidae"	0	1	2	0.0074	0.0104	"prey"	2
"H_0513_Diptera_Cecidomyiidae"	0.243051380593594	0.756948619406406	5	0.0185	0.0304	"prey"	6
"H_0522_Lepidoptera_Pelopidas.mathias"	0.0252413390925364	0.974758660907464	3	0.0111	0	"prey"	5
"H_0527_Diptera_Diptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0528_Diptera_Tipulidae"	0.292082393634631	0.707917606365369	2	0.0074	0.0033	"prey"	2
"H_0534_Diptera_Cecidomyiidae"	0.491050063412499	0.508949936587501	1	0.0037	0	"prey"	1
"H_0538_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_0550_Diptera_Cricotopus"	0.163377321933548	0.836622678066452	2	0.0074	0	"prey"	3
"H_0557_Neuroptera_Neuroptera"	0	1	1	0.0037	0	"prey"	1
"H_0565_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_0566_Diptera_Megaselia"	0.133916133232293	0.866083866767707	1	0.0037	0	"prey"	4
"H_0571_Lepidoptera_Noctuidae"	0.0531960932824439	0.946803906717556	2	0.0074	0	"prey"	3
"H_0588_Hemiptera_Hemiptera"	0	1	1	0.0037	0	"prey"	1
"H_0598_Diptera_Cecidomyiidae"	0.882240073084611	0.117759926915389	1	0.0037	0	"prey"	1
"H_0603_Diptera_Chironomidae"	0.137691263452151	0.862308736547849	2	0.0074	0	"prey"	3
"H_0609_Coleoptera_Coleoptera"	0	1	1	0.0037	0	"prey"	1
"H_0611_Hymenoptera_Halictidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0620_Lepidoptera_Lepidoptera"	0	1	1	0.0037	0	"prey"	1
"H_0637_Diptera_Phoridae"	0	1	1	0.0037	0	"prey"	1
"H_0644_Hemiptera_Aleyrodidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0649_Diptera_Neoplatyura"	0	1	1	0.0037	0	"prey"	1
"H_0650_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_0651_Hymenoptera_Formica"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0655_Diptera_Cecidomyiidae"	0.564236489236903	0.435763510763097	1	0.0037	0	"prey"	1
"H_0666_Diptera_Cecidomyiidae"	0.0157541809380356	0.984245819061964	4	0.0148	0.0143	"prey"	7
"H_0671_Diptera_Cecidomyiidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0674_Diptera_Dolichosciara"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0676_Orthoptera_Gryllidae"	0.0760451495655692	0.923954850434431	2	0.0074	0.0128	"prey"	2
"H_0677_Diptera_Diptera"	0.169428440757132	0.830571559242868	1	0.0037	0	"prey"	2
"H_0687_Lepidoptera_Lepidoptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0688_Orthoptera_Loxoblemmus.equestris"	0	1	2	0.0074	0.0104	"prey"	2
"H_0695_Lepidoptera_Lepidoptera"	0.335007860858538	0.664992139141462	3	0.0111	0.0211	"prey"	3
"H_0701_Lepidoptera_Lepidoptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0707_Diptera_Diptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0718_Hymenoptera_Trichogramma"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0719_Diptera_Tipulidae"	0	1	1	0.0037	0	"prey"	1
"H_0728_Lepidoptera_Lepidoptera"	0	1	1	0.0037	0	"prey"	1
"H_0742_Diptera_Cecidomyiidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0751_Hemiptera_Cicadellidae"	0.0769783312164727	0.923021668783527	1	0.0037	0	"prey"	2
"H_0752_Diptera_Diptera"	0	1	1	0.0037	0	"prey"	1
"H_0760_Hemiptera_Cicadellidae"	0.169428440757132	0.830571559242868	1	0.0037	0	"prey"	2
"H_0762_Diptera_Sciaridae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0766_Coleoptera_Coleoptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0781_Collembola_Collembola"	0.491050063412499	0.508949936587501	1	0.0037	0	"prey"	1
"H_0782_Diptera_Diptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0790_Hemiptera_Geocoris"	0	1	1	0.0037	0	"prey"	1
"H_0791_Lepidoptera_Lepidoptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0792_Diptera_Diptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0793_Diptera_Chironomidae"	0.178158685177272	0.821841314822728	2	0.0074	0	"prey"	3
"H_0799_Hemiptera_Aphididae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0806_Hemiptera_Bemisia.tabaci"	0.229068630347611	0.770931369652389	1	0.0037	0	"prey"	2
"H_0807_Lepidoptera_Mythimna.separata"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0810_Diptera_Culicoides"	0	1	1	0.0037	0	"prey"	1
"H_0813_Hemiptera_Issidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0814_Diptera_Diptera"	0.229068630347611	0.770931369652389	1	0.0037	0	"prey"	2
"H_0815_Lepidoptera_Lepidoptera"	0	1	1	0.0037	0	"prey"	1
"H_0834_Diptera_Cecidomyiidae"	0.0298200947952393	0.970179905204761	2	0.0074	0.0084	"prey"	2
"H_0836_Diptera_Culicidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0864_Diptera_Diptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0866_Diptera_Chrysotus"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0870_Lepidoptera_Lepidoptera"	0.813354931751445	0.186645068248555	1	0.0037	0	"prey"	1
"H_0871_Diptera_Cecidomyiidae"	0.273430082756724	0.726569917243276	1	0.0037	0	"prey"	1
"H_0873_Diptera_Diptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0884_Diptera_Cecidomyiidae"	0.273430082756724	0.726569917243276	1	0.0037	0	"prey"	1
"H_0888_Orthoptera_Gryllidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0893_Diptera_Cecidomyiidae"	0.564236489236903	0.435763510763097	1	0.0037	0	"prey"	1
"H_0905_Diptera_Drosophilidae"	0.273430082756724	0.726569917243276	1	0.0037	0	"prey"	1
"H_0908_Lepidoptera_Ctenoplusia"	0.0760451495655692	0.923954850434431	2	0.0074	0.0128	"prey"	2
"H_0920_Hemiptera_Laodelphax.striatellus"	0.24090397122875	0.75909602877125	3	0.0111	0.0207	"prey"	3
"H_0921_Diptera_Cecidomyiidae"	0.491050063412499	0.508949936587501	1	0.0037	0	"prey"	1
"H_0922_Orthoptera_Dianemobius"	0.0531960932824439	0.946803906717556	2	0.0074	0	"prey"	3
"H_0923_Diptera_Tipulidae"	0	1	1	0.0037	0	"prey"	1
"H_0924_Coleoptera_Chrysomelidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0926_Hymenoptera_Formicidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0927_Diptera_Cecidomyiidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0928_Orthoptera_Gryllidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0929_Coleoptera_Chrysomelidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0932_Diptera_Cecidomyiidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0945_Diptera_Cecidomyiidae"	0.646720219253834	0.353279780746166	1	0.0037	0	"prey"	1
"H_0948_Diptera_Cecidomyiidae"	0.882240073084611	0.117759926915389	1	0.0037	0	"prey"	1
"H_0952_Diptera_Phoridae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_0960_Hemiptera_Aphididae"	0.106715946515573	0.893284053484427	3	0.0111	0	"prey"	8
"H_0967_Diptera_Cecidomyiidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0968_Hemiptera_Cicadellidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0970_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_0973_Hemiptera_Cicadellidae"	0.491050063412499	0.508949936587501	1	0.0037	0	"prey"	1
"H_0977_Orthoptera_Velarifictorus.ornatus"	0.0325888325202177	0.967411167479782	2	0.0074	0	"prey"	3
"H_0978_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_0979_Diptera_Sciaridae"	0.273430082756724	0.726569917243276	1	0.0037	0	"prey"	1
"H_0980_Diptera_Dolichopus"	0	1	1	0.0037	0	"prey"	1
"H_0986_Diptera_Chironomidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_0995_Lepidoptera_Spodoptera"	0.273430082756724	0.726569917243276	1	0.0037	0	"prey"	1
"H_0996_Hymenoptera_Ceraphronidae"	0	1	1	0.0037	0	"prey"	1
"H_0997_Lepidoptera_Helicoverpa"	0.564236489236903	0.435763510763097	1	0.0037	0	"prey"	1
"H_0998_Diptera_Sciara"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_1000_Diptera_Limoniidae"	0.273430082756724	0.726569917243276	1	0.0037	0	"prey"	1
"H_1005_Lepidoptera_Crambidae"	0	1	1	0.0037	0	"prey"	1
"H_1012_Coleoptera_Coleoptera"	0	1	1	0.0037	0	"prey"	1
"H_1039_Orthoptera_Loxoblemmus"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_1041_Diptera_Chrysotus"	0	1	1	0.0037	0	"prey"	1
"H_1042_Lepidoptera_Lepidoptera"	0	1	1	0.0037	0	"prey"	1
"H_1043_Lepidoptera_Noctuidae"	0	1	2	0.0074	0.0104	"prey"	2
"H_1044_Diptera_Diptera"	0	1	1	0.0037	0	"prey"	1
"H_1049_Diptera_Cecidomyiidae"	0	1	1	0.0037	0	"prey"	1
"H_1064_Diptera_Corynoptera"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_1065_Diptera_Sciaridae"	0	1	1	0.0037	0	"prey"	1
"H_1067_Hemiptera_Sphedanolestes"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_1072_Orthoptera_Tettigoniidae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_1073_Lepidoptera_Geometridae"	0.0883654134635063	0.911634586536494	1	0.0037	0	"prey"	1
"H_1110_Coleoptera_Chrysomelidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_1114_Lepidoptera_Noctuidae"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_1133_Lepidoptera_Lepidoptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_1155_Lepidoptera_Lepidoptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_1185_Coleoptera_Coleoptera"	0.145370538047883	0.854629461952117	1	0.0037	0	"prey"	1
"H_1194_Orthoptera_Conocephalus.maculatus"	0.161355427498968	0.838644572501032	3	0.0111	0.0051	"prey"	4
