# v2.0.0
# ./Infomap prey.id.prey.matrix.agg.7.txt_adj.txt . --clu --ftree
# started at 2022-01-24 14:04:28
# completed in 0.2733 s
# partitioned into 2 levels with 752 top modules
# codelength 5.52305 bits
# relative codelength savings 11.5758%
# module level 1
# node_id module flow
156 2 0.000511771
423 2 0.000511771
427 2 0.000511771
441 2 0.000511771
464 2 0.000511771
479 2 0.000511771
152 2 0.000511771
150 2 0.000511771
530 2 0.000511771
548 2 0.000511771
553 2 0.000511771
556 2 0.000511771
565 2 0.000511771
569 2 0.000511771
587 2 0.000511771
639 2 0.000511771
647 2 0.000511771
136 2 0.000511771
682 2 0.000511771
701 2 0.000511771
703 2 0.000511771
704 2 0.000511771
710 2 0.000511771
737 2 0.000511771
127 2 0.000511771
789 2 0.000511771
72 2 0.000511771
844 2 0.000511771
849 2 0.000511771
855 2 0.000511771
871 2 0.000511771
912 2 0.000511771
939 2 0.000511771
941 2 0.000511771
9 3 0.0726714
90 3 0.0194473
51 3 0.00307062
82 3 0.00307062
1077 3 0.00255885
421 3 0.00255885
280 3 0.00255885
938 3 0.00204708
1000 3 0.00153531
763 3 0.00153531
485 3 0.00153531
234 3 0.00153531
658 3 0.00102354
169 3 0.00102354
1052 3 0.00102354
369 3 0.00102354
1035 3 0.00102354
54 3 0.00102354
990 3 0.00102354
986 3 0.00102354
875 3 0.00102354
628 3 0.00102354
529 3 0.00102354
726 3 0.00102354
597 3 0.00102354
712 3 0.00102354
630 3 0.00102354
59 3 0.00102354
615 3 0.000511771
629 3 0.000511771
605 3 0.000511771
245 3 0.000511771
678 3 0.000511771
598 3 0.000511771
540 3 0.000511771
107 3 0.000511771
769 3 0.000511771
778 3 0.000511771
793 3 0.000511771
794 3 0.000511771
851 3 0.000511771
853 3 0.000511771
446 3 0.000511771
916 3 0.000511771
84 3 0.000511771
942 3 0.000511771
943 3 0.000511771
429 3 0.000511771
988 3 0.000511771
108 3 0.000511771
999 3 0.000511771
419 3 0.000511771
1003 3 0.000511771
413 3 0.000511771
329 3 0.000511771
1061 3 0.000511771
44 3 0.000511771
10 4 0.067042
325 4 0.0117707
227 4 0.011259
58 4 0.00562948
694 4 0.00255885
21 4 0.00204708
46 4 0.00204708
96 4 0.00153531
604 4 0.00153531
431 4 0.00153531
401 4 0.00153531
293 4 0.00102354
305 4 0.00102354
285 4 0.00102354
832 4 0.00102354
267 4 0.00102354
157 4 0.00102354
430 4 0.00102354
660 4 0.00102354
642 4 0.00102354
616 4 0.00102354
586 4 0.00102354
560 4 0.00102354
559 4 0.000511771
555 4 0.000511771
180 4 0.000511771
611 4 0.000511771
482 4 0.000511771
634 4 0.000511771
470 4 0.000511771
646 4 0.000511771
648 4 0.000511771
181 4 0.000511771
665 4 0.000511771
410 4 0.000511771
714 4 0.000511771
730 4 0.000511771
732 4 0.000511771
762 4 0.000511771
768 4 0.000511771
806 4 0.000511771
393 4 0.000511771
852 4 0.000511771
910 4 0.000511771
914 4 0.000511771
948 4 0.000511771
1051 4 0.000511771
1093 4 0.000511771
4 5 0.0429887
88 5 0.0143296
81 5 0.00972364
15 5 0.0087001
61 5 0.00562948
771 5 0.00562948
74 5 0.0035824
64 5 0.00307062
23 5 0.00204708
62 5 0.00153531
105 5 0.00153531
224 5 0.00153531
206 5 0.00153531
680 5 0.00102354
63 5 0.00102354
322 5 0.00102354
99 5 0.00102354
104 5 0.00102354
312 5 0.00102354
292 5 0.00102354
155 5 0.00102354
182 5 0.000511771
178 5 0.000511771
112 5 0.000511771
300 5 0.000511771
111 5 0.000511771
76 5 0.000511771
347 5 0.000511771
406 5 0.000511771
456 5 0.000511771
521 5 0.000511771
552 5 0.000511771
610 5 0.000511771
623 5 0.000511771
60 5 0.000511771
55 5 0.000511771
781 5 0.000511771
970 5 0.000511771
1019 5 0.000511771
1094 5 0.000511771
22 6 0.0204708
143 6 0.0204708
132 6 0.00153531
499 6 0.00153531
699 6 0.00153531
890 6 0.00153531
16 6 0.00102354
128 6 0.000511771
579 6 0.000511771
854 6 0.000511771
876 6 0.000511771
25 7 0.00665302
269 7 0.00204708
241 7 0.00153531
420 7 0.00153531
711 7 0.00102354
888 7 0.000511771
7 8 0.00665302
85 8 0.00204708
47 8 0.00102354
170 8 0.00102354
188 8 0.00102354
964 8 0.000511771
2 9 0.00562948
203 9 0.00153531
114 9 0.00102354
212 9 0.00102354
237 9 0.000511771
313 9 0.000511771
741 9 0.000511771
12 10 0.00255885
119 10 0.00255885
149 10 0.00255885
455 10 0.000511771
45 11 0.00409417
121 11 0.00102354
144 11 0.00102354
175 11 0.000511771
505 11 0.000511771
78 12 0.00307062
5 12 0.00255885
575 12 0.00102354
892 12 0.000511771
1 13 0.00255885
100 13 0.00255885
147 13 0.000511771
374 14 0.00204708
457 14 0.00153531
43 14 0.00102354
160 15 0.00204708
17 15 0.00102354
213 15 0.00102354
20 16 0.00204708
536 16 0.00153531
819 16 0.000511771
53 17 0.0035824
24 17 0.000511771
87 18 0.00153531
42 18 0.000511771
28 19 0.00102354
748 19 0.000511771
34 20 0.000511771
659 20 0.000511771
18 21 0
26 22 0
27 23 0
14 24 0
29 25 0
30 26 0
31 27 0
13 28 0
33 29 0
11 30 0
35 31 0
36 32 0
37 33 0
38 34 0
39 35 0
40 36 0
41 37 0
8 38 0
6 39 0
3 40 0
48 41 0
49 42 0
50 43 0
56 44 0
57 45 0
65 46 0
66 47 0
68 48 0
69 49 0
70 50 0
71 51 0
73 52 0
77 53 0
79 54 0
80 55 0
83 56 0
86 57 0
91 58 0
93 59 0
94 60 0
95 61 0
98 62 0
101 63 0
102 64 0
103 65 0
106 66 0
109 67 0
110 68 0
113 69 0
115 70 0
116 71 0
117 72 0
118 73 0
120 74 0
122 75 0
123 76 0
124 77 0
125 78 0
126 79 0
130 80 0
131 81 0
133 82 0
134 83 0
135 84 0
137 85 0
138 86 0
139 87 0
140 88 0
141 89 0
142 90 0
145 91 0
146 92 0
148 93 0
151 94 0
153 95 0
154 96 0
159 97 0
161 98 0
165 99 0
166 100 0
168 101 0
172 102 0
173 103 0
176 104 0
177 105 0
183 106 0
184 107 0
185 108 0
186 109 0
187 110 0
190 111 0
191 112 0
194 113 0
195 114 0
197 115 0
198 116 0
200 117 0
202 118 0
205 119 0
207 120 0
208 121 0
209 122 0
215 123 0
216 124 0
217 125 0
219 126 0
220 127 0
222 128 0
223 129 0
226 130 0
228 131 0
229 132 0
230 133 0
232 134 0
233 135 0
235 136 0
236 137 0
238 138 0
240 139 0
242 140 0
243 141 0
244 142 0
246 143 0
247 144 0
248 145 0
250 146 0
251 147 0
253 148 0
255 149 0
259 150 0
260 151 0
261 152 0
263 153 0
264 154 0
265 155 0
270 156 0
272 157 0
273 158 0
274 159 0
275 160 0
276 161 0
277 162 0
278 163 0
279 164 0
282 165 0
283 166 0
284 167 0
288 168 0
289 169 0
290 170 0
291 171 0
294 172 0
296 173 0
297 174 0
298 175 0
299 176 0
301 177 0
302 178 0
303 179 0
304 180 0
306 181 0
307 182 0
308 183 0
309 184 0
310 185 0
311 186 0
314 187 0
315 188 0
316 189 0
318 190 0
321 191 0
323 192 0
324 193 0
326 194 0
327 195 0
328 196 0
330 197 0
331 198 0
332 199 0
336 200 0
338 201 0
339 202 0
340 203 0
341 204 0
342 205 0
343 206 0
346 207 0
348 208 0
349 209 0
350 210 0
352 211 0
353 212 0
356 213 0
357 214 0
359 215 0
360 216 0
361 217 0
362 218 0
363 219 0
364 220 0
365 221 0
366 222 0
367 223 0
368 224 0
370 225 0
373 226 0
375 227 0
376 228 0
378 229 0
379 230 0
381 231 0
382 232 0
383 233 0
384 234 0
385 235 0
386 236 0
388 237 0
390 238 0
391 239 0
392 240 0
395 241 0
396 242 0
397 243 0
398 244 0
399 245 0
400 246 0
402 247 0
403 248 0
404 249 0
405 250 0
407 251 0
408 252 0
409 253 0
411 254 0
412 255 0
414 256 0
415 257 0
416 258 0
417 259 0
418 260 0
422 261 0
424 262 0
425 263 0
426 264 0
428 265 0
432 266 0
433 267 0
434 268 0
435 269 0
436 270 0
437 271 0
438 272 0
439 273 0
440 274 0
443 275 0
445 276 0
447 277 0
449 278 0
450 279 0
451 280 0
452 281 0
453 282 0
454 283 0
458 284 0
459 285 0
460 286 0
461 287 0
462 288 0
463 289 0
465 290 0
466 291 0
467 292 0
468 293 0
469 294 0
471 295 0
472 296 0
474 297 0
475 298 0
476 299 0
477 300 0
480 301 0
481 302 0
483 303 0
484 304 0
486 305 0
488 306 0
489 307 0
490 308 0
491 309 0
492 310 0
494 311 0
495 312 0
496 313 0
497 314 0
498 315 0
500 316 0
501 317 0
502 318 0
504 319 0
506 320 0
507 321 0
509 322 0
510 323 0
514 324 0
516 325 0
517 326 0
518 327 0
519 328 0
522 329 0
524 330 0
525 331 0
526 332 0
528 333 0
533 334 0
537 335 0
538 336 0
539 337 0
541 338 0
542 339 0
543 340 0
544 341 0
545 342 0
546 343 0
547 344 0
549 345 0
550 346 0
554 347 0
557 348 0
558 349 0
561 350 0
562 351 0
563 352 0
564 353 0
566 354 0
567 355 0
568 356 0
570 357 0
571 358 0
572 359 0
573 360 0
574 361 0
576 362 0
577 363 0
578 364 0
580 365 0
582 366 0
583 367 0
584 368 0
585 369 0
588 370 0
589 371 0
590 372 0
591 373 0
592 374 0
593 375 0
594 376 0
595 377 0
596 378 0
599 379 0
600 380 0
601 381 0
602 382 0
603 383 0
606 384 0
607 385 0
608 386 0
609 387 0
612 388 0
613 389 0
614 390 0
619 391 0
620 392 0
621 393 0
622 394 0
625 395 0
626 396 0
627 397 0
633 398 0
635 399 0
636 400 0
637 401 0
638 402 0
640 403 0
641 404 0
643 405 0
644 406 0
645 407 0
649 408 0
650 409 0
651 410 0
652 411 0
653 412 0
654 413 0
661 414 0
662 415 0
663 416 0
664 417 0
667 418 0
668 419 0
669 420 0
670 421 0
671 422 0
672 423 0
673 424 0
674 425 0
675 426 0
676 427 0
677 428 0
679 429 0
681 430 0
683 431 0
684 432 0
685 433 0
686 434 0
687 435 0
688 436 0
689 437 0
690 438 0
691 439 0
692 440 0
693 441 0
695 442 0
696 443 0
697 444 0
698 445 0
700 446 0
706 447 0
707 448 0
708 449 0
709 450 0
716 451 0
717 452 0
718 453 0
719 454 0
720 455 0
721 456 0
722 457 0
723 458 0
724 459 0
725 460 0
728 461 0
729 462 0
733 463 0
734 464 0
735 465 0
736 466 0
738 467 0
739 468 0
740 469 0
742 470 0
743 471 0
744 472 0
745 473 0
747 474 0
749 475 0
750 476 0
751 477 0
752 478 0
753 479 0
754 480 0
755 481 0
756 482 0
757 483 0
758 484 0
759 485 0
760 486 0
761 487 0
764 488 0
765 489 0
766 490 0
767 491 0
770 492 0
773 493 0
774 494 0
775 495 0
776 496 0
777 497 0
782 498 0
783 499 0
784 500 0
785 501 0
786 502 0
787 503 0
788 504 0
790 505 0
797 506 0
798 507 0
799 508 0
800 509 0
801 510 0
802 511 0
803 512 0
807 513 0
808 514 0
809 515 0
810 516 0
811 517 0
812 518 0
813 519 0
814 520 0
815 521 0
817 522 0
818 523 0
820 524 0
821 525 0
822 526 0
823 527 0
824 528 0
825 529 0
826 530 0
827 531 0
828 532 0
829 533 0
830 534 0
831 535 0
833 536 0
834 537 0
835 538 0
837 539 0
839 540 0
840 541 0
841 542 0
842 543 0
843 544 0
845 545 0
846 546 0
847 547 0
848 548 0
857 549 0
858 550 0
859 551 0
860 552 0
861 553 0
862 554 0
863 555 0
864 556 0
865 557 0
866 558 0
867 559 0
868 560 0
869 561 0
870 562 0
873 563 0
877 564 0
878 565 0
879 566 0
880 567 0
881 568 0
882 569 0
883 570 0
884 571 0
885 572 0
886 573 0
887 574 0
889 575 0
891 576 0
893 577 0
894 578 0
895 579 0
896 580 0
897 581 0
898 582 0
899 583 0
900 584 0
901 585 0
902 586 0
903 587 0
904 588 0
905 589 0
906 590 0
907 591 0
908 592 0
909 593 0
913 594 0
918 595 0
919 596 0
920 597 0
921 598 0
922 599 0
923 600 0
924 601 0
925 602 0
926 603 0
927 604 0
928 605 0
929 606 0
930 607 0
931 608 0
932 609 0
933 610 0
934 611 0
935 612 0
936 613 0
944 614 0
946 615 0
947 616 0
949 617 0
950 618 0
951 619 0
952 620 0
953 621 0
954 622 0
955 623 0
956 624 0
957 625 0
958 626 0
959 627 0
960 628 0
961 629 0
962 630 0
963 631 0
965 632 0
966 633 0
967 634 0
969 635 0
971 636 0
972 637 0
973 638 0
974 639 0
975 640 0
976 641 0
977 642 0
978 643 0
979 644 0
980 645 0
981 646 0
982 647 0
983 648 0
984 649 0
985 650 0
987 651 0
989 652 0
991 653 0
992 654 0
993 655 0
994 656 0
995 657 0
996 658 0
997 659 0
998 660 0
1001 661 0
1002 662 0
1004 663 0
1005 664 0
1006 665 0
1007 666 0
1008 667 0
1009 668 0
1010 669 0
1011 670 0
1012 671 0
1013 672 0
1014 673 0
1015 674 0
1016 675 0
1017 676 0
1018 677 0
1020 678 0
1021 679 0
1022 680 0
1023 681 0
1024 682 0
1025 683 0
1026 684 0
1027 685 0
1028 686 0
1029 687 0
1030 688 0
1031 689 0
1032 690 0
1033 691 0
1034 692 0
1036 693 0
1037 694 0
1038 695 0
1039 696 0
1040 697 0
1041 698 0
1042 699 0
1043 700 0
1044 701 0
1045 702 0
1046 703 0
1047 704 0
1048 705 0
1049 706 0
1050 707 0
1053 708 0
1054 709 0
1055 710 0
1056 711 0
1057 712 0
1058 713 0
1059 714 0
1060 715 0
1062 716 0
1063 717 0
1064 718 0
1065 719 0
1066 720 0
1067 721 0
1068 722 0
1069 723 0
1070 724 0
1071 725 0
1072 726 0
1073 727 0
1074 728 0
1075 729 0
1076 730 0
1078 731 0
1079 732 0
1080 733 0
1081 734 0
1082 735 0
1083 736 0
1084 737 0
1085 738 0
1086 739 0
1087 740 0
1088 741 0
1089 742 0
1090 743 0
1091 744 0
1092 745 0
1095 746 0
1096 747 0
1097 748 0
1098 749 0
1099 750 0
1100 751 0
1101 752 0
