"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0147_Diptera_Cecidomyiidae"	0.169903774777693	0.830096225222307	2	0.0068	0	"prey"	3
"H_0150_Diptera_Gymnopternus"	0.0237475817231263	0.976252418276874	2	0.0068	0	"prey"	3
"H_0153_Diptera_Diptera"	0	1	2	0.0068	0.0082	"prey"	2
"H_0154_Diptera_Cecidomyiidae"	0.0493069070719456	0.950693092928054	3	0.0102	0	"prey"	5
"H_0170_Diptera_Exorista"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0171_Diptera_Diptera"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0173_Diptera_Drosophilidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0174_Diptera_Diptera"	0.198861525041481	0.801138474958519	1	0.0034	0	"prey"	2
"H_0177_Diptera_Diptera"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0178_Diptera_Drosophila"	0.0017166384160244	0.998283361583976	2	0.0068	0.0083	"prey"	2
"H_0179_Hemiptera_Pseudoregma.panicola"	0.0237475817231263	0.976252418276874	2	0.0068	0	"prey"	3
"H_0180_Hemiptera_Bemisia"	0.131228061245608	0.868771938754392	4	0.0137	0.0268	"prey"	7
"H_0182_Diptera_Diptera"	0.28639533635492	0.71360466364508	2	0.0068	0.0195	"prey"	2
"H_0185_Diptera_Diptera"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0186_Hemiptera_Aphis.spiraecola"	0.0786630388078454	0.921336961192155	1	0.0034	0	"prey"	3
"H_0187_Diptera_Diptera"	0.258547936383855	0.741452063616145	3	0.0102	0.0141	"prey"	3
"H_0193_Diptera_Pipunculidae"	0.133807583461187	0.866192416538813	1	0.0034	0	"prey"	7
"H_0194_Diptera_Sciaridae"	0	1	1	0.0034	0	"prey"	1
"H_0195_Diptera_Tipulidae"	0	1	1	0.0034	0	"prey"	1
"H_0196_Diptera_Cecidomyiidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0197_Diptera_Sciara"	0.127001526498844	0.872998473501156	3	0.0102	0	"prey"	7
"H_0199_Hemiptera_Cicadellidae"	0.134116427987998	0.865883572012002	2	0.0068	0	"prey"	8
"H_0203_Ephemeroptera_Cloeon"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0204_Diptera_Cecidomyiidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0205_Diptera_Diptera"	0.0749764455782872	0.925023554421713	4	0.0137	0	"prey"	17
"H_0206_Collembola_Homidia"	0.0270477552781497	0.97295224472185	2	0.0068	0.0065	"prey"	2
"H_0207_Coleoptera_Curculionidae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0209_Diptera_Drosophilidae"	0.449361174217952	0.550638825782048	1	0.0034	0	"prey"	1
"H_0210_Neuroptera_Chrysoperla"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0215_Hemiptera_Cicadellidae"	0.244581089554686	0.755418910445314	2	0.0068	0.0039	"prey"	3
"H_0223_Hemiptera_Cicadellidae"	0.0786630388078454	0.921336961192155	1	0.0034	0	"prey"	3
"H_0226_Hemiptera_Aphididae"	0.0270477552781497	0.97295224472185	2	0.0068	0.0065	"prey"	2
"H_0227_Hemiptera_Cicadellidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0228_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0232_Coleoptera_Chrysomelidae"	0.141823491409041	0.858176508590959	1	0.0034	0	"prey"	9
"H_0236_Diptera_Diptera"	0.405224104489321	0.594775895510679	2	0.0068	0.0023	"prey"	2
"H_0239_Diptera_Cecidomyiidae"	0	1	1	0.0034	0	"prey"	1
"H_0245_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0247_Diptera_Cecidomyiidae"	0.0017166384160244	0.998283361583976	2	0.0068	0.0083	"prey"	2
"H_0248_Diptera_Cecidomyiidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0253_Diptera_Syrphidae"	0.0270477552781497	0.97295224472185	2	0.0068	0.0065	"prey"	2
"H_0254_Diptera_Cecidomyiidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0257_Diptera_Diptera"	0.0568205104428634	0.943179489557137	3	0.0102	0	"prey"	14
"H_0258_Hemiptera_Aphididae"	0.102680443704618	0.897319556295382	2	0.0068	0	"prey"	21
"H_0259_Diptera_Cecidomyiidae"	0.155061829922101	0.844938170077899	4	0.0137	0.0011	"prey"	10
"H_0264_Diptera_Aplomya"	0	1	1	0.0034	0	"prey"	1
"H_0268_Hemiptera_Aphis"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0273_Hemiptera_Hemiptera"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0276_Diptera_Diptera"	0	1	4	0.0137	0.0347	"prey"	4
"H_0279_Hymenoptera_Aphidius"	0.0646860092875598	0.93531399071244	3	0.0102	0	"prey"	8
"H_0280_Hemiptera_Delphacidae"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0286_Lithobiomorpha_Lithobiidae"	0	1	1	0.0034	0	"prey"	1
"H_0287_Diptera_Mycetophilidae"	0.133807583461187	0.866192416538813	1	0.0034	0	"prey"	7
"H_0289_Diptera_Diptera"	0.0493069070719456	0.950693092928054	3	0.0102	0	"prey"	5
"H_0292_Diptera_Ephydridae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0294_Diptera_Cecidomyiidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0295_Diptera_Diptera"	0.042353888534529	0.957646111465471	3	0.0102	0	"prey"	6
"H_0307_Diptera_Cecidomyiidae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0314_Hemiptera_Delphacidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0315_Hymenoptera_Formicidae"	0.192542590848195	0.807457409151805	2	0.0068	0	"prey"	4
"H_0316_Hemiptera_Delphacidae"	0.0017166384160244	0.998283361583976	2	0.0068	0.0083	"prey"	2
"H_0321_Diptera_Bradysia"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0323_Diptera_Dohrniphora"	0	1	1	0.0034	0	"prey"	1
"H_0324_Diptera_Drosophilidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0332_Lepidoptera_Lepidoptera"	0	1	1	0.0034	0	"prey"	1
"H_0333_Diptera_Diptera"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0334_Diptera_Diptera"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0338_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0344_Diptera_Dolichopodidae"	0	1	1	0.0034	0	"prey"	1
"H_0345_Coleoptera_Carabidae"	0	1	1	0.0034	0	"prey"	1
"H_0348_Diptera_Drosophilidae"	0	1	4	0.0137	0.0347	"prey"	4
"H_0349_Diptera_Mycetophilidae"	0	1	1	0.0034	0	"prey"	1
"H_0350_Hemiptera_Aphididae"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0351_Diptera_Cecidomyiidae"	0	1	1	0.0034	0	"prey"	1
"H_0353_Diptera_Cecidomyiidae"	0.677943979326367	0.322056020673633	1	0.0034	0	"prey"	1
"H_0360_Diptera_Cecidomyiidae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0364_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0367_Diptera_Diptera"	0.659702189400543	0.340297810599457	1	0.0034	0	"prey"	1
"H_0370_Hymenoptera_Hymenoptera"	0.164437163592371	0.83556283640763	2	0.0068	0	"prey"	4
"H_0371_Hymenoptera_Tenthredinidae"	0.0782809499369711	0.921719050063029	2	0.0068	0	"prey"	3
"H_0372_Diptera_Diptera"	0.102546298617883	0.897453701382117	3	0.0102	0.0065	"prey"	5
"H_0373_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0384_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0386_Diptera_Cecidomyiidae"	0	1	1	0.0034	0	"prey"	1
"H_0387_Diptera_Chironomus"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0393_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0394_Hymenoptera_Eulophidae"	0	1	1	0.0034	0	"prey"	1
"H_0397_Neuroptera_Neuroptera"	0	1	2	0.0068	0.0082	"prey"	2
"H_0400_Hemiptera_Aphididae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0405_Hemiptera_Bemisia.tabaci"	0.615147080917849	0.384852919082151	1	0.0034	0	"prey"	1
"H_0406_Diptera_Diptera"	0.177961769177038	0.822038230822962	2	0.0068	0	"prey"	4
"H_0409_Hemiptera_Melanaphis"	0	1	1	0.0034	0	"prey"	1
"H_0415_Hymenoptera_Hymenoptera"	0.153157207242928	0.846842792757072	3	0.0102	0.0209	"prey"	3
"H_0416_Hymenoptera_Halictidae"	0	1	1	0.0034	0	"prey"	1
"H_0417_Coleoptera_Endomychidae"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0420_Diptera_Culicidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0426_Diptera_Cecidomyiidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0430_Diptera_Diptera"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0431_Hemiptera_Aphididae"	0.0207923173868253	0.979207682613175	5	0.0171	0.0056	"prey"	10
"H_0432_Diptera_Cecidomyiidae"	0.449361174217952	0.550638825782048	1	0.0034	0	"prey"	1
"H_0434_Lepidoptera_Geometridae"	0.0786630388078454	0.921336961192155	1	0.0034	0	"prey"	3
"H_0435_Diptera_Cecidomyiidae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0443_Diptera_Pseudolycoriella"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0451_Diptera_Anopheles"	0.0017166384160244	0.998283361583976	2	0.0068	0.0083	"prey"	2
"H_0452_Diptera_Cecidomyiidae"	0.449361174217952	0.550638825782048	1	0.0034	0	"prey"	1
"H_0453_Diptera_Aedes.albopictus"	0.0237475817231263	0.976252418276874	2	0.0068	0	"prey"	3
"H_0457_Hemiptera_Empoascanara"	0.0173677510482198	0.98263224895178	3	0.0102	0.0173	"prey"	3
"H_0461_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0462_Hymenoptera_Formicidae"	0.276548986305647	0.723451013694353	2	0.0068	0.0196	"prey"	2
"H_0465_Diptera_Forcipomyia"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0468_Hemiptera_Aphididae"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0473_Hemiptera_Cicadellidae"	0	1	1	0.0034	0	"prey"	1
"H_0476_Diptera_Diptera"	0.198720396295447	0.801279603704553	3	0.0102	0.0014	"prey"	5
"H_0477_Diptera_Cecidomyiidae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0479_Hemiptera_Hyperomyzus.carduellinus"	0.0786630388078454	0.921336961192155	1	0.0034	0	"prey"	3
"H_0480_Diptera_Diptera"	0.0734577987259319	0.926542201274068	3	0.0102	0	"prey"	5
"H_0487_Collembola_Homidia"	0.0603552508394568	0.939644749160543	3	0.0102	0.0065	"prey"	4
"H_0492_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0498_Orthoptera_Trigonidium"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0503_Hemiptera_Aphididae"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0507_Lepidoptera_Crambidae"	0.195428248209432	0.804571751790568	1	0.0034	0	"prey"	2
"H_0508_Diptera_Cecidomyiidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0509_Diptera_Diptera"	0.352393631876702	0.647606368123298	2	0.0068	0.008	"prey"	2
"H_0515_Diptera_Culicoides"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0521_Diptera_Cecidomyiidae"	0	1	1	0.0034	0	"prey"	1
"H_0526_Diptera_Bradysia"	0.561202660898524	0.438797339101476	1	0.0034	0	"prey"	1
"H_0529_Diptera_Cecidomyiidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0549_Diptera_Mycetophilidae"	0	1	1	0.0034	0	"prey"	1
"H_0550_Diptera_Cricotopus"	0.133991295416035	0.866008704583965	2	0.0068	0	"prey"	3
"H_0554_Hemiptera_Hemiptera"	0.0270477552781497	0.97295224472185	2	0.0068	0.0065	"prey"	2
"H_0559_Diptera_Diptera"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0571_Lepidoptera_Noctuidae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0583_Diptera_Cricotopus"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0585_Lepidoptera_Lepidoptera"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0588_Hemiptera_Hemiptera"	0	1	1	0.0034	0	"prey"	1
"H_0589_Hemiptera_Aphididae"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0596_Diptera_Diptera"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0597_Diptera_Diptera"	0.561202660898524	0.438797339101476	1	0.0034	0	"prey"	1
"H_0601_Hymenoptera_Hymenoptera"	0	1	1	0.0034	0	"prey"	1
"H_0602_Diptera_Mycetophilidae"	0	1	1	0.0034	0	"prey"	1
"H_0604_Lepidoptera_Lepidoptera"	0.561202660898524	0.438797339101476	1	0.0034	0	"prey"	1
"H_0608_Neuroptera_Neuroptera"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0617_Neuroptera_Mantispidae"	0	1	2	0.0068	0.0082	"prey"	2
"H_0619_Hymenoptera_Hymenoptera"	0.677943979326367	0.322056020673633	1	0.0034	0	"prey"	1
"H_0620_Lepidoptera_Lepidoptera"	0.211981109348684	0.788018890651316	3	0.0102	0.009	"prey"	4
"H_0626_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0632_Diptera_Cecidomyiidae"	0.249523758765732	0.750476241234268	1	0.0034	0	"prey"	2
"H_0637_Diptera_Phoridae"	0	1	1	0.0034	0	"prey"	1
"H_0645_Diptera_Diptera"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0655_Diptera_Cecidomyiidae"	0	1	1	0.0034	0	"prey"	1
"H_0661_Collembola_Homidia"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0668_Diptera_Chironomidae"	0.115370406563848	0.884629593436152	2	0.0068	0	"prey"	3
"H_0674_Diptera_Dolichosciara"	0.677943979326367	0.322056020673633	1	0.0034	0	"prey"	1
"H_0678_Hemiptera_Anoecia"	0	1	1	0.0034	0	"prey"	1
"H_0690_Hemiptera_Aphididae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0700_Diptera_Diptera"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0708_Orthoptera_Trigonidium"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0709_Coleoptera_Coleoptera"	0	1	1	0.0034	0	"prey"	1
"H_0717_Hemiptera_Hemiptera"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0720_Hemiptera_Sogatella.furcifera"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0721_Hemiptera_Aphididae"	0.602750369877606	0.397249630122394	1	0.0034	0	"prey"	1
"H_0722_Hymenoptera_Encarsia"	0.449361174217952	0.550638825782048	1	0.0034	0	"prey"	1
"H_0729_Lepidoptera_Noctuidae"	0.0774799475882024	0.922520052411798	2	0.0068	0	"prey"	9
"H_0743_Diptera_Syrphidae"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0744_Diptera_Mycetophilidae"	0	1	1	0.0034	0	"prey"	1
"H_0753_Diptera_Sepedon"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0754_Lepidoptera_Lepidoptera"	0	1	1	0.0034	0	"prey"	1
"H_0755_Hemiptera_Aphididae"	0	1	1	0.0034	0	"prey"	1
"H_0758_Diptera_Sciaridae"	0	1	1	0.0034	0	"prey"	1
"H_0759_Diptera_Mycetophilidae"	0	1	1	0.0034	0	"prey"	1
"H_0767_Hemiptera_Cicadellidae"	0	1	1	0.0034	0	"prey"	1
"H_0781_Collembola_Collembola"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0782_Diptera_Diptera"	0.659702189400543	0.340297810599457	1	0.0034	0	"prey"	1
"H_0793_Diptera_Chironomidae"	0	1	4	0.0137	0.0347	"prey"	4
"H_0799_Hemiptera_Aphididae"	0.0943820997628367	0.905617900237163	3	0.0102	0	"prey"	14
"H_0800_Diptera_Diptera"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0801_Lepidoptera_Lepidoptera"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0802_Hemiptera_Aphididae"	0.081151244215715	0.918848755784285	4	0.0137	0.0253	"prey"	6
"H_0803_Diptera_Cecidomyiidae"	0	1	1	0.0034	0	"prey"	1
"H_0804_Hemiptera_Limassolla"	0	1	1	0.0034	0	"prey"	1
"H_0805_Diptera_Sciaridae"	0.195428248209432	0.804571751790568	1	0.0034	0	"prey"	2
"H_0825_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0826_Hemiptera_Aphididae"	0	1	2	0.0068	0.0082	"prey"	2
"H_0834_Diptera_Cecidomyiidae"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0839_Diptera_Cecidomyiidae"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0840_Orthoptera_Polionemobius"	0.561202660898524	0.438797339101476	1	0.0034	0	"prey"	1
"H_0852_Hemiptera_Aphididae"	0	1	1	0.0034	0	"prey"	1
"H_0853_Hemiptera_Chaitophorus"	0	1	1	0.0034	0	"prey"	1
"H_0855_Diptera_Diptera"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0856_Diptera_Cecidomyiidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0857_Diptera_Diptera"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0867_Diptera_Cecidomyiidae"	0	1	1	0.0034	0	"prey"	1
"H_0869_Diptera_Limoniidae"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0872_Diptera_Diptera"	0	1	2	0.0068	0.0082	"prey"	2
"H_0874_Hemiptera_Hemiptera"	0	1	1	0.0034	0	"prey"	1
"H_0883_Diptera_Diptera"	0.150535449447651	0.849464550552349	1	0.0034	0	"prey"	1
"H_0885_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0886_Diptera_Diptera"	0	1	1	0.0034	0	"prey"	1
"H_0889_Hymenoptera_Hymenoptera"	0	1	1	0.0034	0	"prey"	1
"H_0890_Lepidoptera_Lepidoptera"	0	1	2	0.0068	0.0082	"prey"	2
"H_0906_Coleoptera_Chrysolina.aurichalcea"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0909_Collembola_Homidia"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0910_Lepidoptera_Lepidoptera"	0	1	1	0.0034	0	"prey"	1
"H_0911_Diptera_Diptera"	0.698624815061197	0.301375184938803	1	0.0034	0	"prey"	1
"H_0925_Collembola_Homidia"	0.106585463947218	0.893414536052782	2	0.0068	0.0026	"prey"	2
"H_0934_Diptera_Cecidomyiidae"	0.197465013202038	0.802534986797962	1	0.0034	0	"prey"	1
"H_0936_Hemiptera_Corythucha.marmorata"	0	1	1	0.0034	0	"prey"	1
"H_0946_Diptera_Mycetophilidae"	0	1	1	0.0034	0	"prey"	1
"H_0947_Diptera_Cecidomyiidae"	0.0363528308712958	0.963647169128704	1	0.0034	0	"prey"	2
"H_0950_Orthoptera_Trigonidium"	0	1	2	0.0068	0.0082	"prey"	2
"H_0951_Diptera_Dolichopodidae"	0	1	1	0.0034	0	"prey"	1
"H_0960_Hemiptera_Aphididae"	0.058474445851665	0.941525554148335	13	0.0444	0.0149	"prey"	124
"H_0971_Hymenoptera_Hymenoptera"	0.449361174217952	0.550638825782048	1	0.0034	0	"prey"	1
"H_0975_Diptera_Diptera"	0.147355128089278	0.852644871910722	1	0.0034	0	"prey"	1
"H_0982_Diptera_Diptera"	0.659702189400543	0.340297810599457	1	0.0034	0	"prey"	1
