node_id	sp_name
702	H_0734_Diptera_Sciaridae
703	H_0736_Diptera_Diptera
704	H_0737_Coleoptera_Coleoptera
705	H_0739_Hymenoptera_Eurytomidae
706	H_0741_Diptera_Sciaridae
707	H_0742_Diptera_Cecidomyiidae
708	H_0743_Diptera_Syrphidae
709	H_0744_Diptera_Mycetophilidae
710	H_0745_Diptera_Cecidomyiidae
711	H_0746_Hemiptera_Macrosteles
712	H_0747_Hymenoptera_Formica
713	H_0748_Hemiptera_Amphiareus
714	H_0749_Lepidoptera_Geometridae
715	H_0750_Coleoptera_Coleoptera
716	H_0751_Hemiptera_Cicadellidae
717	H_0752_Diptera_Diptera
718	H_0753_Diptera_Sepedon
719	H_0754_Lepidoptera_Lepidoptera
720	H_0755_Hemiptera_Aphididae
721	H_0757_Coleoptera_Monotoma
722	H_0758_Diptera_Sciaridae
723	H_0759_Diptera_Mycetophilidae
724	H_0760_Hemiptera_Cicadellidae
725	H_0762_Diptera_Sciaridae
726	H_0763_Hymenoptera_Formica.cunicularia
727	H_0764_Hemiptera_Empoasca
728	H_0766_Coleoptera_Coleoptera
729	H_0767_Hemiptera_Cicadellidae
730	H_0770_Lepidoptera_Lepidoptera
731	H_0772_Diptera_Sciaridae
732	H_0773_Diptera_Cecidomyiidae
733	H_0774_Orthoptera_Oxya
734	H_0775_Hymenoptera_Hymenoptera
735	H_0777_Lepidoptera_Noctuidae
736	H_0778_Hemiptera_Miridae
737	H_0779_Diptera_Sciaridae
738	H_0781_Collembola_Collembola
739	H_0782_Diptera_Diptera
740	H_0783_Hemiptera_Tuberculatus
741	H_0787_Hymenoptera_Dolichoderus
742	H_0789_Diptera_Diptera
743	H_0790_Hemiptera_Geocoris
744	H_0791_Lepidoptera_Lepidoptera
745	H_0792_Diptera_Diptera
746	H_0793_Diptera_Chironomidae
747	H_0794_Diptera_Cecidomyiidae
748	H_0795_Diptera_Cecidomyiidae
749	H_0796_Diptera_Cecidomyiidae
750	H_0797_Diptera_Cecidomyiidae
751	H_0798_Hymenoptera_Exallonyx
752	H_0799_Hemiptera_Aphididae
753	H_0800_Diptera_Diptera
754	H_0801_Lepidoptera_Lepidoptera
755	H_0802_Hemiptera_Aphididae
756	H_0803_Diptera_Cecidomyiidae
757	H_0804_Hemiptera_Limassolla
758	H_0805_Diptera_Sciaridae
759	H_0806_Hemiptera_Bemisia.tabaci
760	H_0807_Lepidoptera_Mythimna.separata
761	H_0808_Diptera_Cecidomyiidae
762	H_0810_Diptera_Culicoides
763	H_0811_Hymenoptera_Formica
764	H_0812_Thysanoptera_Phlaeothripidae
765	H_0813_Hemiptera_Issidae
766	H_0814_Diptera_Diptera
767	H_0815_Lepidoptera_Lepidoptera
768	H_0817_Diptera_Phoridae
769	H_0818_Hymenoptera_Hymenoptera
770	H_0819_Hymenoptera_Ceraphron
771	H_0820_Hemiptera_Coreidae
772	H_0821_Hymenoptera_Ceraphronidae
773	H_0822_Diptera_Cecidomyiidae
774	H_0823_Hymenoptera_Formicidae
775	H_0824_Hymenoptera_Hymenoptera
776	H_0825_Diptera_Diptera
777	H_0826_Hemiptera_Aphididae
778	H_0828_Diptera_Diptera
779	H_0829_Diptera_Rhopalomyia
780	H_0830_Hymenoptera_Eulophidae
781	H_0831_Hemiptera_Coreidae
782	H_0832_Hymenoptera_Hymenoptera
783	H_0833_Diptera_Homoneura
784	H_0834_Diptera_Cecidomyiidae
785	H_0835_Coleoptera_Coleoptera
786	H_0836_Diptera_Culicidae
787	H_0838_Diptera_Diptera
788	H_0839_Diptera_Cecidomyiidae
789	H_0840_Orthoptera_Polionemobius
790	H_0841_Hemiptera_Bemisia
791	H_0842_Diptera_Diptera
792	H_0843_Diptera_Sciaridae
793	H_0844_Hymenoptera_Formica
794	H_0845_Collembola_Homidia
795	H_0846_Diptera_Cecidomyiidae
796	H_0847_Diptera_Diptera
797	H_0849_Diptera_Diptera
798	H_0850_Hemiptera_Aphididae
799	H_0852_Hemiptera_Aphididae
800	H_0853_Hemiptera_Chaitophorus
801	H_0855_Diptera_Diptera
802	H_0856_Diptera_Cecidomyiidae
803	H_0857_Diptera_Diptera
804	H_0858_Diptera_Sciaridae
805	H_0859_Diptera_Cecidomyiidae
806	H_0861_Diptera_Cecidomyiidae
807	H_0862_Hymenoptera_Ceraphronidae
808	H_0864_Diptera_Diptera
809	H_0865_Coleoptera_Coleoptera
810	H_0866_Diptera_Chrysotus
811	H_0867_Diptera_Cecidomyiidae
812	H_0869_Diptera_Limoniidae
813	H_0870_Lepidoptera_Lepidoptera
814	H_0871_Diptera_Cecidomyiidae
815	H_0872_Diptera_Diptera
816	H_0873_Diptera_Diptera
817	H_0874_Hemiptera_Hemiptera
818	H_0875_Diptera_Diptera
819	H_0876_Diptera_Diptera
820	H_0878_Hymenoptera_Formica
821	H_0879_Hemiptera_Delphacidae
822	H_0880_Hymenoptera_Eulophidae
823	H_0881_Hymenoptera_Hymenoptera
824	H_0882_Hymenoptera_Ichneumonidae
825	H_0883_Diptera_Diptera
826	H_0884_Diptera_Cecidomyiidae
827	H_0885_Diptera_Diptera
828	H_0886_Diptera_Diptera
829	H_0888_Orthoptera_Gryllidae
830	H_0889_Hymenoptera_Hymenoptera
831	H_0890_Lepidoptera_Lepidoptera
832	H_0893_Diptera_Cecidomyiidae
833	H_0894_Orthoptera_Acrida
834	H_0895_Lepidoptera_Lepidoptera
835	H_0896_Hymenoptera_Formicidae
836	H_0897_Hemiptera_Hemiptera
837	H_0898_Hemiptera_Aphididae
838	H_0899_Diptera_Cecidomyiidae
839	H_0900_Psocoptera_Peripsocidae
840	H_0903_Diptera_Rhamphomyia
841	H_0904_Hymenoptera_Braconidae
842	H_0905_Diptera_Drosophilidae
843	H_0906_Coleoptera_Chrysolina.aurichalcea
844	H_0907_Hymenoptera_Hymenoptera
845	H_0908_Lepidoptera_Ctenoplusia
846	H_0909_Collembola_Homidia
847	H_0910_Lepidoptera_Lepidoptera
848	H_0911_Diptera_Diptera
849	H_0912_Hymenoptera_Ichneumonidae
850	H_0913_Diptera_Lestodiplosis
851	H_0914_Hymenoptera_Formicidae
852	H_0915_Hemiptera_Hemiptera
853	H_0916_Orthoptera_Acrida
854	H_0917_Diptera_Cecidomyiidae
855	H_0918_Hymenoptera_Ichneumonidae
856	H_0919_Diptera_Phoridae
857	H_0920_Hemiptera_Laodelphax.striatellus
858	H_0921_Diptera_Cecidomyiidae
859	H_0922_Orthoptera_Dianemobius
860	H_0923_Diptera_Tipulidae
861	H_0924_Coleoptera_Chrysomelidae
862	H_0925_Collembola_Homidia
863	H_0926_Hymenoptera_Formicidae
864	H_0927_Diptera_Cecidomyiidae
865	H_0928_Orthoptera_Gryllidae
866	H_0929_Coleoptera_Chrysomelidae
867	H_0930_Hymenoptera_Hymenoptera
868	H_0932_Diptera_Cecidomyiidae
869	H_0934_Diptera_Cecidomyiidae
870	H_0935_Orthoptera_Acrididae
871	H_0936_Hemiptera_Corythucha.marmorata
872	H_0937_Diptera_Cecidomyiidae
873	H_0939_Hemiptera_Hemiptera
874	H_0940_Diptera_Cecidomyiidae
875	H_0941_Hymenoptera_Formica
876	H_0942_Diptera_Sciaridae
877	H_0943_Diptera_Sphaeroceridae
878	H_0944_Diptera_Empididae
879	H_0945_Diptera_Cecidomyiidae
880	H_0946_Diptera_Mycetophilidae
881	H_0947_Diptera_Cecidomyiidae
882	H_0948_Diptera_Cecidomyiidae
883	H_0949_Diptera_Cecidomyiidae
884	H_0950_Orthoptera_Trigonidium
885	H_0951_Diptera_Dolichopodidae
886	H_0952_Diptera_Phoridae
887	H_0954_Hymenoptera_Ceraphron
888	H_0955_Hemiptera_Europiella
889	H_0956_Diptera_Diptera
890	H_0957_Diptera_Sciaridae
891	H_0958_Collembola_Hypogastruridae
892	H_0959_Diptera_Cecidomyiidae
893	H_0960_Hemiptera_Aphididae
894	H_0962_Diptera_Diptera
895	H_0964_Diptera_Diptera
896	H_0967_Diptera_Cecidomyiidae
897	H_0968_Hemiptera_Cicadellidae
898	H_0969_Hemiptera_Hemiptera
899	H_0970_Diptera_Cecidomyiidae
900	H_0971_Hymenoptera_Hymenoptera
901	H_0972_Hemiptera_Hemiptera
902	H_0973_Hemiptera_Cicadellidae
903	H_0974_Diptera_Diptera
904	H_0975_Diptera_Diptera
905	H_0977_Orthoptera_Velarifictorus.ornatus
906	H_0978_Diptera_Cecidomyiidae
907	H_0979_Diptera_Sciaridae
908	H_0980_Diptera_Dolichopus
909	H_0982_Diptera_Diptera
910	H_0983_Diptera_Cecidomyiidae
911	H_0984_Hymenoptera_Ceraphronidae
912	H_0985_Hemiptera_Cicadellidae
913	H_0986_Diptera_Chironomidae
914	H_0987_Diptera_Cecidomyiidae
915	H_0989_Orthoptera_Oedaleus
916	H_0990_Hymenoptera_Formica
917	H_0991_Hymenoptera_Ceraphron
918	H_0992_Diptera_Cecidomyiidae
919	H_0993_Hemiptera_Hemiptera
920	H_0995_Lepidoptera_Spodoptera
921	H_0996_Hymenoptera_Ceraphronidae
922	H_0997_Lepidoptera_Helicoverpa
923	H_0998_Diptera_Sciara
924	H_1000_Diptera_Limoniidae
925	H_1001_Diptera_Mycetophilidae
926	H_1002_Hemiptera_Aphididae
927	H_1004_Diptera_Diptera
928	H_1005_Lepidoptera_Crambidae
929	H_1007_Diptera_Cecidomyiidae
930	H_1009_Coleoptera_Cantharidae
931	H_1010_Diptera_Diptera
932	H_1011_Diptera_Diptera
933	H_1012_Coleoptera_Coleoptera
934	H_1013_Hymenoptera_Braconidae
935	H_1015_Diptera_Diptera
936	H_1016_Hemiptera_Kolla
937	H_1017_Coleoptera_Coleoptera
938	H_1018_Hymenoptera_Formica
939	H_1020_Coleoptera_Coleoptera
940	H_1022_Hymenoptera_Ceraphronidae
941	H_1023_Diptera_Cecidomyiidae
942	H_1024_Hymenoptera_Ichneumonidae
943	H_1025_Hymenoptera_Formica
944	H_1026_Diptera_Sciaridae
945	H_1027_Hymenoptera_Hymenoptera
946	H_1028_Hemiptera_Hemiptera
947	H_1031_Lepidoptera_Lepidoptera
948	H_1032_Diptera_Chironomidae
949	H_1034_Hymenoptera_Pteromalidae
950	H_1035_Coleoptera_Coleoptera
951	H_1036_Hymenoptera_Ichneumonidae
952	H_1038_Lepidoptera_Pseudozizeeria.maha
953	H_1039_Orthoptera_Loxoblemmus
954	H_1040_Diptera_Sciaridae
955	H_1041_Diptera_Chrysotus
956	H_1042_Lepidoptera_Lepidoptera
957	H_1043_Lepidoptera_Noctuidae
958	H_1044_Diptera_Diptera
959	H_1046_Lepidoptera_Vanessa.cardui
960	H_1048_Diptera_Cecidomyiidae
961	H_1049_Diptera_Cecidomyiidae
962	H_1050_Diptera_Lestodiplosis
963	H_1051_Hemiptera_Cicadellidae
964	H_1052_Diptera_Cecidomyiidae
965	H_1053_Coleoptera_Coleoptera
966	H_1054_Diptera_Phoridae
967	H_1055_Diptera_Cecidomyiidae
968	H_1056_Hymenoptera_Ceraphronidae
969	H_1057_Lepidoptera_Lepidoptera
970	H_1058_Hemiptera_Hemiptera
971	H_1059_Diptera_Bradysia
972	H_1060_Diptera_Sphaeroceridae
973	H_1061_Diptera_Cecidomyiidae
974	H_1063_Diptera_Diptera
975	H_1064_Diptera_Corynoptera
976	H_1065_Diptera_Sciaridae
977	H_1066_Hemiptera_Aphididae
978	H_1067_Hemiptera_Sphedanolestes
979	H_1068_Collembola_Collembola
980	H_1070_Diptera_Lestodiplosis
981	H_1072_Orthoptera_Tettigoniidae
982	H_1073_Lepidoptera_Geometridae
983	H_1075_Diptera_Cecidomyiidae
984	H_1076_Diptera_Cecidomyiidae
985	H_1079_Collembola_Isotomidae
986	H_1080_Hymenoptera_Formica.cunicularia
987	H_1081_Coleoptera_Chrysomelidae
988	H_1082_Collembola_Homidia
989	H_1083_Diptera_Cecidomyiidae
990	H_1084_Hymenoptera_Formica
991	H_1085_Coleoptera_Cortinicara
992	H_1086_Thysanoptera_Thripidae
993	H_1088_Diptera_Diptera
994	H_1089_Diptera_Diptera
995	H_1090_Lepidoptera_Lepidoptera
996	H_1091_Diptera_Cecidomyiidae
997	H_1092_Hymenoptera_Hymenoptera
998	H_1093_Diptera_Corynoptera
999	H_1096_Hymenoptera_Formicidae
1000	H_1097_Hymenoptera_Formica
1001	H_1098_Diptera_Diptera
1002	H_1099_Hemiptera_Cicadellidae
1003	H_1100_Hymenoptera_Formica
1004	H_1102_Lepidoptera_Lycaenidae
1005	H_1103_Psocoptera_Caeciliusidae
1006	H_1104_Hymenoptera_Ceraphron
1007	H_1105_Hymenoptera_Aphelinus
1008	H_1107_Diptera_Cecidomyiidae
1009	H_1109_Diptera_Cecidomyiidae
1010	H_1110_Coleoptera_Chrysomelidae
1011	H_1112_Diptera_Diptera
1012	H_1114_Lepidoptera_Noctuidae
1013	H_1115_Psocoptera_Psocoptera
1014	H_1117_Orthoptera_Tettigoniidae
1015	H_1118_Orthoptera_Tettigoniidae
1016	H_1119_Hymenoptera_Formica
1017	H_1120_Diptera_Megaselia
1018	H_1122_Lepidoptera_Gelechiidae
1019	H_1124_Diptera_Diptera
1020	H_1126_Diptera_Cecidomyiidae
1021	H_1127_Isopoda_Isopoda
1022	H_1128_Hymenoptera_Formica
1023	H_1130_Diptera_Cecidomyiidae
1024	H_1132_Orthoptera_Trigonidium
1025	H_1133_Lepidoptera_Lepidoptera
1026	H_1134_Collembola_Homidia
1027	H_1136_Diptera_Cecidomyiidae
1028	H_1137_Lepidoptera_Lepidoptera
1029	H_1139_Hymenoptera_Braconidae
1030	H_1140_Diptera_Cecidomyiidae
1031	H_1142_Hymenoptera_Formica
1032	H_1143_Diptera_Chironomidae
1033	H_1144_Hemiptera_Hemiptera
1034	H_1145_Hemiptera_Cicadellidae
1035	H_1146_Hymenoptera_Formica
1036	H_1147_Hemiptera_Delphacidae
1037	H_1148_Diptera_Cecidomyiidae
1038	H_1149_Diptera_Sciaridae
1039	H_1150_Collembola_Collembola
1040	H_1151_Hemiptera_Hemiptera
1041	H_1152_Hemiptera_Aphididae
1042	H_1153_Diptera_Sciaridae
1043	H_1154_Diptera_Sciaridae
1044	H_1155_Lepidoptera_Lepidoptera
1045	H_1156_Coleoptera_Coleoptera
1046	H_1158_Hemiptera_Aphididae
1047	H_1159_Lepidoptera_Helicoverpa
1048	H_1160_Hemiptera_Aphididae
1049	H_1161_Hymenoptera_Diapriidae
1050	H_1162_Diptera_Lestodiplosis
1051	H_1163_Diptera_Cecidomyiidae
1052	H_1164_Hymenoptera_Formica
1053	H_1165_Orthoptera_Conocephalus
1054	H_1166_Orthoptera_Orthoptera
1055	H_1167_Hymenoptera_Formica
1056	H_1168_Diptera_Corynoptera
1057	H_1169_Hymenoptera_Formica
1058	H_1170_Hemiptera_Anoecia
1059	H_1171_Hymenoptera_Formica
1060	H_1172_Thysanoptera_Thysanoptera
1061	H_1173_Hymenoptera_Formica
1062	H_1174_Hymenoptera_Formica
1063	H_1175_Hymenoptera_Formica
1064	H_1176_Diptera_Diptera
1065	H_1177_Diptera_Cecidomyiidae
1066	H_1178_Diptera_Diptera
1067	H_1182_Diptera_Chironomus
1068	H_1184_Lepidoptera_Lepidoptera
1069	H_1185_Coleoptera_Coleoptera
1070	H_1186_Diptera_Culicidae
1071	H_1187_Hemiptera_Aphididae
1072	H_1188_Diptera_Diptera
1073	H_1190_Hemiptera_Hemiptera
1074	H_1191_Hemiptera_Cicadellidae
1075	H_1192_Hemiptera_Cicadellidae
1076	H_1193_Hemiptera_Hemiptera
1077	H_1194_Orthoptera_Conocephalus.maculatus
1078	H_1195_Diptera_Chironomus
1079	H_1196_Hemiptera_Acyrthosiphon.pisum
1080	H_1198_Hemiptera_Aphis
1081	H_1199_Collembola_Collembola
1082	H_1200_Diptera_Drosophilidae
1083	H_1202_Hemiptera_Aphididae
1084	H_1203_Diptera_Culicidae
1085	H_1204_Diptera_Megaselia
1086	H_1205_Hemiptera_Aphididae
1087	H_1206_Hymenoptera_Formica
1088	H_1207_Collembola_Homidia
1089	H_1208_Diptera_Cecidomyiidae
1090	H_1209_Diptera_Diptera
1091	H_1211_Diptera_Sciaridae
1092	H_1212_Collembola_Homidia
1093	H_1213_Diptera_Sciaridae
1094	H_1214_Neuroptera_Neuroptera
1095	H_1215_Diptera_Chironomus
1096	H_1218_Diptera_Diptera
1097	H_1219_Diptera_Forcipomyia
1098	H_1220_Hemiptera_Cicadellidae
1099	H_1221_Coleoptera_Anoplophora.glabripennis
1100	H_1222_Hemiptera_Aphididae
1101	H_1223_Hymenoptera_Nylanderia
