"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0712_Diptera_Lestodiplosis"	0.147420275133916	0.852579724866084	2	0.0054	0.0029	"prey"	2
"H_0714_Coleoptera_Coleoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0726_Diptera_Diptera"	0.161219105846741	0.838780894153259	2	0.0054	0	"prey"	5
"H_0731_Diptera_Mycetophilidae"	0.286788795148152	0.713211204851848	2	0.0054	0	"prey"	3
"H_0733_Coleoptera_Coleoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0734_Diptera_Sciaridae"	0	1	1	0.0027	0	"prey"	1
"H_0736_Diptera_Diptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0737_Coleoptera_Coleoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0739_Hymenoptera_Eurytomidae"	0	1	1	0.0027	0	"prey"	1
"H_0745_Diptera_Cecidomyiidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0746_Hemiptera_Macrosteles"	0.31836357362317	0.68163642637683	2	0.0054	0.0013	"prey"	2
"H_0747_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0748_Hemiptera_Amphiareus"	0	1	1	0.0027	0	"prey"	1
"H_0749_Lepidoptera_Geometridae"	0.751882465614692	0.248117534385308	1	0.0027	0	"prey"	1
"H_0750_Coleoptera_Coleoptera"	0	1	1	0.0027	0	"prey"	1
"H_0763_Hymenoptera_Formica.cunicularia"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0764_Hemiptera_Empoasca"	0	1	1	0.0027	0	"prey"	1
"H_0770_Lepidoptera_Lepidoptera"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0772_Diptera_Sciaridae"	0	1	1	0.0027	0	"prey"	1
"H_0773_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0779_Diptera_Sciaridae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0787_Hymenoptera_Dolichoderus"	0.570827178204569	0.429172821795431	1	0.0027	0	"prey"	1
"H_0793_Diptera_Chironomidae"	0	1	2	0.0054	0.013	"prey"	2
"H_0795_Diptera_Cecidomyiidae"	0.875941232807346	0.124058767192654	1	0.0027	0	"prey"	1
"H_0810_Diptera_Culicoides"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0811_Hymenoptera_Formica"	0.270891601789279	0.729108398210721	1	0.0027	0	"prey"	3
"H_0817_Diptera_Phoridae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0818_Hymenoptera_Hymenoptera"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0820_Hemiptera_Coreidae"	0.291202722653511	0.708797277346489	3	0.0082	0	"prey"	11
"H_0821_Hymenoptera_Ceraphronidae"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0828_Diptera_Diptera"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0829_Diptera_Rhopalomyia"	0	1	1	0.0027	0	"prey"	1
"H_0830_Hymenoptera_Eulophidae"	0	1	1	0.0027	0	"prey"	1
"H_0831_Hemiptera_Coreidae"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_0840_Orthoptera_Polionemobius"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0842_Diptera_Diptera"	0.103244066316313	0.896755933683687	1	0.0027	0	"prey"	2
"H_0843_Diptera_Sciaridae"	0	1	1	0.0027	0	"prey"	1
"H_0844_Hymenoptera_Formica"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0845_Collembola_Homidia"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0846_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0847_Diptera_Diptera"	0	1	1	0.0027	0	"prey"	1
"H_0858_Diptera_Sciaridae"	0	1	1	0.0027	0	"prey"	1
"H_0859_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0861_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0873_Diptera_Diptera"	0.150769402712754	0.849230597287246	1	0.0027	0	"prey"	2
"H_0876_Diptera_Diptera"	0.751882465614692	0.248117534385308	1	0.0027	0	"prey"	1
"H_0893_Diptera_Cecidomyiidae"	0.233714646629854	0.766285353370146	1	0.0027	0	"prey"	2
"H_0897_Hemiptera_Hemiptera"	0	1	1	0.0027	0	"prey"	1
"H_0899_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0907_Hymenoptera_Hymenoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0912_Hymenoptera_Ichneumonidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0913_Diptera_Lestodiplosis"	0	1	1	0.0027	0	"prey"	1
"H_0914_Hymenoptera_Formicidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0915_Hemiptera_Hemiptera"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0916_Orthoptera_Acrida"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0917_Diptera_Cecidomyiidae"	0.339768161460324	0.660231838539676	1	0.0027	0	"prey"	1
"H_0918_Hymenoptera_Ichneumonidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0919_Diptera_Phoridae"	0	1	1	0.0027	0	"prey"	1
"H_0936_Hemiptera_Corythucha.marmorata"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0937_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0940_Diptera_Cecidomyiidae"	0	1	1	0.0027	0	"prey"	1
"H_0941_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_0942_Diptera_Sciaridae"	0.339768161460324	0.660231838539676	1	0.0027	0	"prey"	1
"H_0955_Hemiptera_Europiella"	0.540928010496684	0.459071989503316	1	0.0027	0	"prey"	1
"H_0957_Diptera_Sciaridae"	0.510375839285095	0.489624160714905	1	0.0027	0	"prey"	3
"H_0959_Diptera_Cecidomyiidae"	0.711944463038286	0.288055536961714	1	0.0027	0	"prey"	1
"H_0983_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0984_Hymenoptera_Ceraphronidae"	0	1	1	0.0027	0	"prey"	1
"H_0985_Hemiptera_Cicadellidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_0987_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_0989_Orthoptera_Oedaleus"	0	1	1	0.0027	0	"prey"	1
"H_0990_Hymenoptera_Formica"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_0991_Hymenoptera_Ceraphron"	0	1	1	0.0027	0	"prey"	1
"H_1017_Coleoptera_Coleoptera"	0	1	1	0.0027	0	"prey"	1
"H_1018_Hymenoptera_Formica"	0.31176958948965	0.68823041051035	1	0.0027	0	"prey"	4
"H_1020_Coleoptera_Coleoptera"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_1022_Hymenoptera_Ceraphronidae"	0	1	1	0.0027	0	"prey"	1
"H_1023_Diptera_Cecidomyiidae"	0.0464222205719644	0.953577779428036	1	0.0027	0	"prey"	1
"H_1024_Hymenoptera_Ichneumonidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_1025_Hymenoptera_Formica"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_1027_Hymenoptera_Hymenoptera"	0	1	1	0.0027	0	"prey"	1
"H_1032_Diptera_Chironomidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_1052_Diptera_Cecidomyiidae"	0.540928010496684	0.459071989503316	1	0.0027	0	"prey"	1
"H_1056_Hymenoptera_Ceraphronidae"	0	1	1	0.0027	0	"prey"	1
"H_1058_Hemiptera_Hemiptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_1080_Hymenoptera_Formica.cunicularia"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_1082_Collembola_Homidia"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_1084_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_1096_Hymenoptera_Formicidae"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_1097_Hymenoptera_Formica"	0.270891601789279	0.729108398210721	1	0.0027	0	"prey"	3
"H_1100_Hymenoptera_Formica"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_1124_Diptera_Diptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
"H_1146_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_1163_Diptera_Cecidomyiidae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_1164_Hymenoptera_Formica"	0.218940700261553	0.781059299738447	1	0.0027	0	"prey"	2
"H_1173_Hymenoptera_Formica"	0.11301118661502	0.88698881338498	1	0.0027	0	"prey"	1
"H_1194_Orthoptera_Conocephalus.maculatus"	0.146692370366509	0.853307629633491	3	0.0082	0	"prey"	5
"H_1213_Diptera_Sciaridae"	0.127442213284807	0.872557786715193	1	0.0027	0	"prey"	1
"H_1214_Neuroptera_Neuroptera"	0.206976981025943	0.793023018974057	1	0.0027	0	"prey"	1
