"rownames(output.data)"	"dprime"	"dprime.hosei"	"degree"	"degree.st"	"betweenness"	"class"	"individuals"
"H_0102_Diptera_Homoneura"	0.548796252889772	0.451203747110228	2	0.0109	0.0209	"prey"	2
"H_0105_Diptera_Sciaridae"	0.109536063643075	0.890463936356925	3	0.0163	0.0018	"prey"	14
"H_0106_Hemiptera_Rhopalosiphum.padi"	0.0172316127046758	0.982768387295324	3	0.0163	0.0065	"prey"	7
"H_0108_Diptera_Sarcophagidae"	0.585050725964677	0.414949274035323	1	0.0054	0	"prey"	1
"H_0118_Orthoptera_Tettigoniidae"	0.511981785855556	0.488018214144444	1	0.0054	0	"prey"	1
"H_0125_Hemiptera_Cicadellidae"	0	1	1	0.0054	0	"prey"	2
"H_0132_Hemiptera_Cicadellidae"	0	1	1	0.0054	0	"prey"	1
"H_0138_Hymenoptera_Ichneumonidae"	0.479125585290882	0.520874414709118	1	0.0054	0	"prey"	1
"H_0140_Orthoptera_Polionemobius"	0.274590647316533	0.725409352683467	1	0.0054	0	"prey"	1
"H_0141_Diptera_Cecidomyiidae"	0.274590647316533	0.725409352683467	1	0.0054	0	"prey"	1
"H_0150_Diptera_Gymnopternus"	0.255859767596163	0.744140232403837	2	0.0109	0	"prey"	4
"H_0155_Hemiptera_Hemiptera"	0.13718460061261	0.862815399387389	5	0.0272	0.0025	"prey"	12
"H_0157_Hemiptera_Aphrophora"	0	1	1	0.0054	0	"prey"	1
"H_0160_Orthoptera_Atractomorpha"	0	1	1	0.0054	0	"prey"	1
"H_0177_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0182_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0184_Diptera_Melanostoma"	0.573778796591126	0.426221203408874	4	0.0217	0.0074	"prey"	6
"H_0186_Hemiptera_Aphis.spiraecola"	0.136901549210502	0.863098450789498	2	0.0109	0.0399	"prey"	2
"H_0195_Diptera_Tipulidae"	0.547517144376932	0.452482855623068	1	0.0054	0	"prey"	2
"H_0199_Hemiptera_Cicadellidae"	0.0141507460001613	0.985849253999839	2	0.0109	0.0335	"prey"	2
"H_0217_Hemiptera_Creontiades"	0.287909318188627	0.712090681811373	2	0.0109	0.0056	"prey"	2
"H_0226_Hemiptera_Aphididae"	0	1	1	0.0054	0	"prey"	1
"H_0227_Hemiptera_Cicadellidae"	0	1	1	0.0054	0	"prey"	1
"H_0229_Orthoptera_Tettigoniidae"	0.802018881727253	0.197981118272747	1	0.0054	0	"prey"	1
"H_0234_Diptera_Diptera"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0235_Diptera_Diptera"	0.402366397894843	0.597633602105157	4	0.0217	0.0334	"prey"	4
"H_0253_Diptera_Syrphidae"	0.0700051268638006	0.929994873136199	3	0.0163	0.007	"prey"	6
"H_0255_Hymenoptera_Formica"	0.419803119631897	0.580196880368103	2	0.0109	0.0046	"prey"	2
"H_0257_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0262_Hemiptera_Hemiptera"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0266_Diptera_Cecidomyiidae"	0.625263465509123	0.374736534490877	1	0.0054	0	"prey"	1
"H_0267_Coleoptera_Curculionidae"	0.750175643672749	0.249824356327251	1	0.0054	0	"prey"	1
"H_0268_Hemiptera_Aphis"	0	1	1	0.0054	0	"prey"	1
"H_0270_Diptera_Chrysotus"	0	1	1	0.0054	0	"prey"	1
"H_0277_Diptera_Bradysia"	0	1	1	0.0054	0	"prey"	1
"H_0291_Diptera_Cecidomyiidae"	0	1	1	0.0054	0	"prey"	1
"H_0293_Diptera_Ensina.sonchi"	0.677106703563628	0.322893296436372	1	0.0054	0	"prey"	1
"H_0295_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0298_Diptera_Megaselia"	0.552194525400002	0.447805474599998	1	0.0054	0	"prey"	1
"H_0305_Hemiptera_Riptortus.pedestris"	0.469382121614568	0.530617878385432	1	0.0054	0	"prey"	1
"H_0307_Diptera_Cecidomyiidae"	0.318592375433155	0.681407624566845	4	0.0217	0.0618	"prey"	4
"H_0316_Hemiptera_Delphacidae"	0	1	1	0.0054	0	"prey"	1
"H_0317_Hemiptera_Cicadellidae"	0	1	1	0.0054	0	"prey"	1
"H_0321_Diptera_Bradysia"	0	1	1	0.0054	0	"prey"	1
"H_0332_Lepidoptera_Lepidoptera"	0.479125585290882	0.520874414709118	1	0.0054	0	"prey"	1
"H_0353_Diptera_Cecidomyiidae"	0.469382121614568	0.530617878385432	1	0.0054	0	"prey"	1
"H_0355_Diptera_Diptera"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0357_Hemiptera_Hemiptera"	0.162594318853747	0.837405681146253	2	0.0109	0.0086	"prey"	3
"H_0375_Diptera_Phoridae"	0.552194525400002	0.447805474599998	1	0.0054	0	"prey"	1
"H_0379_Hemiptera_Aphididae"	0.0867816965833205	0.91321830341668	2	0.0109	0	"prey"	3
"H_0388_Hymenoptera_Formicidae"	0.244136837797447	0.755863162202553	2	0.0109	0.0136	"prey"	2
"H_0389_Diptera_Mayetiola.destructor"	0	1	1	0.0054	0	"prey"	1
"H_0392_Hemiptera_Cicadellidae"	0	1	1	0.0054	0	"prey"	1
"H_0396_Coleoptera_Staphylinidae"	0	1	1	0.0054	0	"prey"	1
"H_0413_Hymenoptera_Formica"	0.419803119631897	0.580196880368103	2	0.0109	0.0046	"prey"	2
"H_0417_Coleoptera_Endomychidae"	0.709962904128302	0.290037095871698	1	0.0054	0	"prey"	1
"H_0425_Diptera_Cecidomyiidae"	0	1	1	0.0054	0	"prey"	1
"H_0431_Hemiptera_Aphididae"	0	1	2	0.0109	0	"prey"	3
"H_0433_Hemiptera_Cicadellidae"	0.0141507460001613	0.985849253999839	2	0.0109	0.0335	"prey"	2
"H_0443_Diptera_Pseudolycoriella"	0.13101612389168	0.86898387610832	2	0.0109	0.0235	"prey"	2
"H_0450_Diptera_Cecidomyiidae"	0.677106703563628	0.322893296436372	1	0.0054	0	"prey"	1
"H_0455_Hemiptera_Rhopalidae"	0.27616119998768	0.72383880001232	2	0.0109	0	"prey"	3
"H_0457_Hemiptera_Empoascanara"	0	1	1	0.0054	0	"prey"	2
"H_0458_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0461_Diptera_Diptera"	0.585050725964677	0.414949274035323	1	0.0054	0	"prey"	1
"H_0464_Diptera_Cecidomyiidae"	0	1	1	0.0054	0	"prey"	1
"H_0466_Hemiptera_Aphididae"	0	1	1	0.0054	0	"prey"	1
"H_0472_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0481_Diptera_Drosophilidae"	0	1	1	0.0054	0	"prey"	1
"H_0483_Coleoptera_Tychius"	0	1	1	0.0054	0	"prey"	1
"H_0493_Diptera_Cecidomyiidae"	0	1	1	0.0054	0	"prey"	1
"H_0494_Ephemeroptera_Baetis"	0	1	1	0.0054	0	"prey"	1
"H_0509_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0510_Diptera_Chrysotus"	0	1	1	0.0054	0	"prey"	1
"H_0530_Diptera_Diptera"	0.585050725964677	0.414949274035323	1	0.0054	0	"prey"	1
"H_0532_Diptera_Sciaridae"	0.585050725964677	0.414949274035323	1	0.0054	0	"prey"	1
"H_0544_Thysanoptera_Thripidae"	0.469382121614568	0.530617878385432	1	0.0054	0	"prey"	1
"H_0555_Hemiptera_Hemiptera"	0	1	2	0.0109	0	"prey"	5
"H_0566_Diptera_Megaselia"	0.552194525400002	0.447805474599998	1	0.0054	0	"prey"	1
"H_0567_Diptera_Platypalpus"	0	1	1	0.0054	0	"prey"	1
"H_0568_Hymenoptera_Braconidae"	0	1	1	0.0054	0	"prey"	1
"H_0570_Diptera_Paratanytarsus"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0573_Diptera_Drosophilidae"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0593_Hemiptera_Apolygus"	0.469382121614568	0.530617878385432	1	0.0054	0	"prey"	1
"H_0599_Diptera_Chironomus"	0.0535602129970527	0.946439787002947	7	0.038	0.0484	"prey"	14
"H_0603_Diptera_Chironomidae"	0.136901549210502	0.863098450789498	2	0.0109	0.0187	"prey"	2
"H_0607_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0612_Hymenoptera_Formica"	0.419803119631897	0.580196880368103	2	0.0109	0.0046	"prey"	2
"H_0614_Hemiptera_Cymus"	0.0497245660676659	0.950275433932334	1	0.0054	0	"prey"	6
"H_0646_Diptera_Diptera"	0.136901549210502	0.863098450789498	2	0.0109	0.0187	"prey"	2
"H_0657_Diptera_Megaselia"	0.02808562472175	0.97191437527825	1	0.0054	0	"prey"	3
"H_0663_Lepidoptera_Pyralidae"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0666_Diptera_Cecidomyiidae"	0.552194525400002	0.447805474599998	1	0.0054	0	"prey"	1
"H_0667_Diptera_Sciaridae"	0.479125585290882	0.520874414709118	1	0.0054	0	"prey"	1
"H_0677_Diptera_Diptera"	0.552194525400002	0.447805474599998	1	0.0054	0	"prey"	1
"H_0679_Diptera_Chaetosciara"	0.128539175108878	0.871460824891122	2	0.0109	0	"prey"	4
"H_0697_Hemiptera_Anoecia"	0	1	1	0.0054	0	"prey"	1
"H_0707_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0711_Coleoptera_Carabidae"	0.274590647316533	0.725409352683467	1	0.0054	0	"prey"	1
"H_0712_Diptera_Lestodiplosis"	0.511981785855556	0.488018214144444	1	0.0054	0	"prey"	1
"H_0721_Hemiptera_Aphididae"	0	1	1	0.0054	0	"prey"	2
"H_0723_Orthoptera_Gryllidae"	0.274590647316533	0.725409352683467	1	0.0054	0	"prey"	1
"H_0724_Hemiptera_Cicadellidae"	0	1	1	0.0054	0	"prey"	1
"H_0731_Diptera_Mycetophilidae"	0	1	1	0.0054	0	"prey"	1
"H_0774_Orthoptera_Oxya"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0775_Hymenoptera_Hymenoptera"	0	1	1	0.0054	0	"prey"	1
"H_0783_Hemiptera_Tuberculatus"	0	1	1	0.0054	0	"prey"	1
"H_0794_Diptera_Cecidomyiidae"	0	1	1	0.0054	0	"prey"	1
"H_0799_Hemiptera_Aphididae"	0.0141507460001613	0.985849253999839	2	0.0109	0.0335	"prey"	2
"H_0874_Hemiptera_Hemiptera"	0	1	1	0.0054	0	"prey"	1
"H_0875_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_0894_Orthoptera_Acrida"	0	1	1	0.0054	0	"prey"	1
"H_0895_Lepidoptera_Lepidoptera"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0896_Hymenoptera_Formicidae"	0.677106703563628	0.322893296436372	1	0.0054	0	"prey"	1
"H_0935_Orthoptera_Acrididae"	0.0417578933519877	0.958242106648012	1	0.0054	0	"prey"	4
"H_0936_Hemiptera_Corythucha.marmorata"	0.802018881727253	0.197981118272747	1	0.0054	0	"prey"	1
"H_0956_Diptera_Diptera"	0.585050725964677	0.414949274035323	1	0.0054	0	"prey"	1
"H_0958_Collembola_Hypogastruridae"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_0960_Hemiptera_Aphididae"	0.0536051764505832	0.946394823549417	3	0.0163	0.0034	"prey"	4
"H_0986_Diptera_Chironomidae"	0	1	1	0.0054	0	"prey"	1
"H_1015_Diptera_Diptera"	0	1	1	0.0054	0	"prey"	1
"H_1016_Hemiptera_Kolla"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_1026_Diptera_Sciaridae"	0	1	1	0.0054	0	"prey"	1
"H_1028_Hemiptera_Hemiptera"	0.274590647316533	0.725409352683467	1	0.0054	0	"prey"	1
"H_1054_Diptera_Phoridae"	0	1	1	0.0054	0	"prey"	1
"H_1081_Coleoptera_Chrysomelidae"	0.469382121614568	0.530617878385432	1	0.0054	0	"prey"	1
"H_1102_Lepidoptera_Lycaenidae"	0.469382121614568	0.530617878385432	1	0.0054	0	"prey"	1
"H_1151_Hemiptera_Hemiptera"	0.625263465509123	0.374736534490877	1	0.0054	0	"prey"	1
"H_1178_Diptera_Diptera"	0.489426113336539	0.510573886663461	1	0.0054	0	"prey"	1
"H_1194_Orthoptera_Conocephalus.maculatus"	0.399815559610709	0.600184440389291	3	0.0163	0.0158	"prey"	3
"H_1196_Hemiptera_Acyrthosiphon.pisum"	0	1	1	0.0054	0	"prey"	2
