"node_id"	"sp_name"	"module"	"flow"	"diet.set"
1	"Oxyopes_sertatus"	13	0.00255885	"spider"
2	"Tetragnatha_praedonia"	9	0.00562948	"spider"
4	"Ebrechtella_tricuspidata"	5	0.0429887	"spider"
5	"Nephila_clavata"	12	0.00255885	"spider"
7	"Clubiona_sp."	8	0.00665302	"spider"
9	"Xysticus_sp."	3	0.0726714	"spider"
10	"Larinia_argiopiformis"	4	0.067042	"spider"
12	"Mendoza_elongata"	10	0.00255885	"spider"
15	"Thomisus_labefactus"	5	0.0087001	"spider"
16	"Sitticus_sp."	6	0.00102354	"spider"
17	"Salticidae_sp.1"	15	0.00102354	"spider"
19	"Leucauge_blanda"	1	0.136643	"spider"
20	"Oxytate_striatipes"	16	0.00204708	"spider"
21	"Neriene_radiata"	4	0.00204708	"spider"
22	"Cyclosa_sedeculata"	6	0.0204708	"spider"
23	"Cheiracanthium_japonicum"	5	0.00204708	"spider"
24	"Neoscona_scylloides"	17	0.000511771	"spider"
25	"Salticidae_sp.6"	7	0.00665302	"spider"
28	"Neoscona_adianta"	19	0.00102354	"spider"
32	"Argiope_bruennichi"	2	0.105425	"spider"
34	"Araneus_abscissus"	20	0.000511771	"spider"
42	"Linyphiidae_sp.5"	18	0.000511771	"spider"
43	"Salticidae_sp.2"	14	0.00102354	"spider"
44	"Salticidae_sp.3"	3	0.000511771	"spider"
45	"Myrmarachne_sp."	11	0.00409417	"spider"
46	"Cyrtarachne_nagasakiensis"	4	0.00204708	"spider"
47	"Oxyopes_badius"	8	0.00102354	"spider"
51	"H_0001_Hymenoptera_Formicidae"	3	0.00307062	"predatory/parasitic"
52	"H_0002_Orthoptera_Conocephalus.maculatus"	2	0.00511771	"variable"
53	"H_0004_Orthoptera_Acrididae"	17	0.0035824	"herbivorous"
54	"H_0005_Diptera_Diptera"	3	0.00102354	"unidentified"
55	"H_0006_Hymenoptera_Hymenoptera"	5	0.000511771	"unidentified"
58	"H_0011_Diptera_Diptera"	4	0.00562948	"unidentified"
59	"H_0012_Diptera_Diptera"	3	0.00102354	"unidentified"
60	"H_0013_Diptera_Diptera"	5	0.000511771	"unidentified"
61	"H_0014_Hemiptera_Nysius"	5	0.00562948	"variable"
62	"H_0015_Diptera_Diptera"	5	0.00153531	"unidentified"
63	"H_0016_Hemiptera_Adelphocoris"	5	0.00102354	"variable"
64	"H_0017_Hemiptera_Bothrogonia"	5	0.00307062	"herbivorous"
67	"H_0020_Hymenoptera_Lasius"	1	0.0122825	"predatory/parasitic"
72	"H_0026_Hemiptera_Pentatomidae"	2	0.000511771	"herbivorous"
74	"H_0029_Hemiptera_Rhopalidae"	5	0.0035824	"herbivorous"
75	"H_0030_Diptera_Chironomidae"	1	0.0143296	"detritivorous"
76	"H_0031_Diptera_Diptera"	5	0.000511771	"unidentified"
78	"H_0033_Hemiptera_Coreidae"	12	0.00307062	"herbivorous"
81	"H_0036_Diptera_Chironomus"	5	0.00972364	"detritivorous"
82	"H_0037_Hymenoptera_Formicidae"	3	0.00307062	"predatory/parasitic"
84	"H_0039_Blattodea_Blattella.bisignata"	3	0.000511771	"detritivorous"
85	"H_0040_Lepidoptera_Lepidoptera"	8	0.00204708	"unidentified"
87	"H_0042_Diptera_Chironomus"	18	0.00153531	"detritivorous"
88	"H_0043_Orthoptera_Conocephalus"	5	0.0143296	"variable"
89	"H_0044_Diptera_Diptera"	1	0.00409417	"unidentified"
90	"H_0046_Collembola_Homidia"	3	0.0194473	"detritivorous"
92	"H_0048_Hemiptera_Tropidocephala"	2	0.00562948	"herbivorous"
96	"H_0052_Diptera_Drosophila"	4	0.00153531	"variable"
97	"H_0055_Diptera_Homoneura"	1	0.00102354	"detritivorous"
99	"H_0058_Lepidoptera_Lepidoptera"	5	0.00102354	"unidentified"
100	"H_0060_Orthoptera_Acrida"	13	0.00255885	"herbivorous"
104	"H_0064_Orthoptera_Tetrigidae"	5	0.00102354	"herbivorous"
105	"H_0065_Diptera_Chironomidae"	5	0.00153531	"detritivorous"
107	"H_0067_Coleoptera_Hydrophilidae"	3	0.000511771	"variable"
108	"H_0068_Coleoptera_Chrysomelidae"	3	0.000511771	"herbivorous"
111	"H_0071_Hemiptera_Orius"	5	0.000511771	"predatory/parasitic"
112	"H_0072_Diptera_Rivellia"	5	0.000511771	"variable"
114	"H_0074_Diptera_Scaptomyza"	9	0.00102354	"variable"
119	"H_0079_Hemiptera_Nysius"	10	0.00255885	"variable"
121	"H_0081_Hymenoptera_Formicidae"	11	0.00102354	"predatory/parasitic"
127	"H_0088_Coleoptera_Popillia"	2	0.000511771	"variable"
128	"H_0089_Diptera_Bradysia"	6	0.000511771	"detritivorous"
129	"H_0090_Diptera_Coboldia"	2	0.0102354	"detritivorous"
132	"H_0093_Hymenoptera_Trichogramma"	6	0.00153531	"predatory/parasitic"
136	"H_0098_Hymenoptera_Hymenoptera"	2	0.000511771	"unidentified"
143	"H_0105_Diptera_Sciaridae"	6	0.0204708	"detritivorous"
144	"H_0106_Hemiptera_Rhopalosiphum.padi"	11	0.00102354	"herbivorous"
147	"H_0110_Diptera_Rivellia"	13	0.000511771	"variable"
149	"H_0112_Diptera_Diptera"	10	0.00255885	"unidentified"
150	"H_0113_Diptera_Limoniidae"	2	0.000511771	"variable"
152	"H_0115_Orthoptera_Gryllidae"	2	0.000511771	"variable"
155	"H_0118_Orthoptera_Tettigoniidae"	5	0.00102354	"variable"
156	"H_0119_Coleoptera_Elateridae"	2	0.000511771	"variable"
157	"H_0120_Hymenoptera_Lasius"	4	0.00102354	"predatory/parasitic"
158	"H_0121_Hemiptera_Pentatomidae"	2	0.000511771	"herbivorous"
160	"H_0123_Lepidoptera_Lepidoptera"	15	0.00204708	"unidentified"
162	"H_0125_Hemiptera_Cicadellidae"	2	0.00409417	"herbivorous"
163	"H_0128_Hemiptera_Cicadellidae"	2	0.00204708	"herbivorous"
164	"H_0129_Diptera_Cecidomyiidae"	2	0.000511771	"variable"
167	"H_0132_Hemiptera_Cicadellidae"	2	0.00767656	"herbivorous"
169	"H_0135_Coleoptera_Chrysomelidae"	3	0.00102354	"herbivorous"
170	"H_0136_Lepidoptera_Lepidoptera"	8	0.00102354	"unidentified"
171	"H_0137_Diptera_Austrosciara"	1	0.0163767	"detritivorous"
174	"H_0140_Orthoptera_Polionemobius"	2	0.00204708	"variable"
175	"H_0141_Diptera_Cecidomyiidae"	11	0.000511771	"variable"
178	"H_0144_Lepidoptera_Lepidoptera"	5	0.000511771	"unidentified"
