# v2.0.0
# ./Infomap prey.id.prey.matrix.agg.4.txt_adj.txt . --clu --ftree
# started at 2022-01-24 12:15:29
# completed in 0.2801 s
# partitioned into 3 levels with 961 top modules
# codelength 4.54776 bits
# relative codelength savings 24.8242%
# module level 1
# node_id module flow
610 498 0
611 499 0
612 500 0
614 501 0
615 502 0
616 503 0
617 504 0
618 505 0
619 506 0
620 507 0
621 508 0
622 509 0
623 510 0
624 511 0
625 512 0
626 513 0
627 514 0
628 515 0
629 516 0
630 517 0
631 518 0
632 519 0
633 520 0
636 521 0
637 522 0
638 523 0
639 524 0
640 525 0
641 526 0
642 527 0
643 528 0
645 529 0
646 530 0
647 531 0
648 532 0
649 533 0
650 534 0
651 535 0
652 536 0
653 537 0
654 538 0
655 539 0
656 540 0
657 541 0
658 542 0
659 543 0
660 544 0
661 545 0
662 546 0
663 547 0
664 548 0
665 549 0
666 550 0
667 551 0
668 552 0
669 553 0
670 554 0
671 555 0
672 556 0
673 557 0
674 558 0
675 559 0
676 560 0
677 561 0
678 562 0
679 563 0
680 564 0
681 565 0
682 566 0
684 567 0
685 568 0
686 569 0
687 570 0
688 571 0
689 572 0
690 573 0
691 574 0
692 575 0
693 576 0
694 577 0
695 578 0
696 579 0
697 580 0
698 581 0
699 582 0
700 583 0
701 584 0
702 585 0
703 586 0
704 587 0
705 588 0
707 589 0
708 590 0
709 591 0
710 592 0
711 593 0
712 594 0
713 595 0
714 596 0
715 597 0
716 598 0
717 599 0
718 600 0
719 601 0
720 602 0
721 603 0
722 604 0
723 605 0
724 606 0
725 607 0
726 608 0
727 609 0
728 610 0
729 611 0
730 612 0
731 613 0
732 614 0
733 615 0
734 616 0
735 617 0
736 618 0
738 619 0
740 620 0
741 621 0
742 622 0
743 623 0
744 624 0
745 625 0
746 626 0
747 627 0
748 628 0
749 629 0
752 630 0
753 631 0
754 632 0
755 633 0
756 634 0
757 635 0
758 636 0
759 637 0
760 638 0
761 639 0
762 640 0
763 641 0
764 642 0
765 643 0
766 644 0
767 645 0
768 646 0
769 647 0
770 648 0
771 649 0
772 650 0
773 651 0
774 652 0
775 653 0
776 654 0
777 655 0
778 656 0
779 657 0
780 658 0
781 659 0
783 660 0
784 661 0
785 662 0
786 663 0
787 664 0
788 665 0
789 666 0
790 667 0
791 668 0
792 669 0
793 670 0
794 671 0
795 672 0
796 673 0
797 674 0
798 675 0
799 676 0
800 677 0
801 678 0
802 679 0
804 680 0
805 681 0
807 682 0
808 683 0
809 684 0
810 685 0
811 686 0
812 687 0
813 688 0
814 689 0
815 690 0
816 691 0
817 692 0
818 693 0
819 694 0
820 695 0
822 696 0
825 697 0
826 698 0
827 699 0
828 700 0
829 701 0
830 702 0
831 703 0
832 704 0
833 705 0
834 706 0
835 707 0
836 708 0
837 709 0
838 710 0
841 711 0
842 712 0
843 713 0
844 714 0
845 715 0
846 716 0
847 717 0
848 718 0
849 719 0
850 720 0
851 721 0
852 722 0
853 723 0
854 724 0
855 725 0
856 726 0
857 727 0
858 728 0
859 729 0
860 730 0
861 731 0
862 732 0
863 733 0
864 734 0
865 735 0
866 736 0
867 737 0
868 738 0
869 739 0
870 740 0
871 741 0
872 742 0
873 743 0
874 744 0
875 745 0
876 746 0
877 747 0
879 748 0
880 749 0
881 750 0
882 751 0
883 752 0
884 753 0
885 754 0
886 755 0
887 756 0
888 757 0
889 758 0
890 759 0
891 760 0
892 761 0
893 762 0
894 763 0
895 764 0
896 765 0
897 766 0
898 767 0
899 768 0
900 769 0
901 770 0
902 771 0
903 772 0
904 773 0
905 774 0
906 775 0
907 776 0
908 777 0
909 778 0
910 779 0
911 780 0
912 781 0
913 782 0
914 783 0
915 784 0
916 785 0
917 786 0
918 787 0
919 788 0
920 789 0
921 790 0
922 791 0
923 792 0
924 793 0
925 794 0
926 795 0
927 796 0
928 797 0
929 798 0
930 799 0
931 800 0
932 801 0
933 802 0
934 803 0
935 804 0
936 805 0
937 806 0
938 807 0
939 808 0
940 809 0
941 810 0
942 811 0
943 812 0
944 813 0
945 814 0
946 815 0
947 816 0
948 817 0
949 818 0
950 819 0
951 820 0
952 821 0
953 822 0
954 823 0
955 824 0
956 825 0
957 826 0
958 827 0
959 828 0
960 829 0
961 830 0
962 831 0
963 832 0
964 833 0
965 834 0
966 835 0
967 836 0
968 837 0
969 838 0
970 839 0
972 840 0
974 841 0
975 842 0
976 843 0
977 844 0
978 845 0
979 846 0
980 847 0
981 848 0
982 849 0
983 850 0
984 851 0
985 852 0
986 853 0
987 854 0
988 855 0
989 856 0
990 857 0
991 858 0
992 859 0
993 860 0
994 861 0
995 862 0
996 863 0
997 864 0
998 865 0
999 866 0
1000 867 0
1001 868 0
1002 869 0
1003 870 0
1004 871 0
1005 872 0
1006 873 0
1008 874 0
1009 875 0
1010 876 0
1011 877 0
1012 878 0
1013 879 0
1014 880 0
1015 881 0
1016 882 0
1017 883 0
1018 884 0
1019 885 0
1020 886 0
1021 887 0
1022 888 0
1023 889 0
1024 890 0
1025 891 0
1026 892 0
1027 893 0
1028 894 0
1029 895 0
1030 896 0
1031 897 0
1032 898 0
1033 899 0
1034 900 0
1035 901 0
1036 902 0
1037 903 0
1038 904 0
1039 905 0
1040 906 0
1041 907 0
1043 908 0
1044 909 0
1045 910 0
1046 911 0
1047 912 0
1048 913 0
1049 914 0
1050 915 0
1051 916 0
1052 917 0
1053 918 0
1054 919 0
1055 920 0
1056 921 0
1057 922 0
1058 923 0
1059 924 0
1060 925 0
1061 926 0
1062 927 0
1063 928 0
1064 929 0
1065 930 0
1066 931 0
1067 932 0
1068 933 0
1069 934 0
1070 935 0
1071 936 0
1072 937 0
1073 938 0
1074 939 0
1075 940 0
1076 941 0
1077 942 0
1078 943 0
1081 944 0
1082 945 0
1084 946 0
1085 947 0
1087 948 0
1088 949 0
1089 950 0
1090 951 0
1091 952 0
1092 953 0
1093 954 0
1094 955 0
1095 956 0
1096 957 0
1097 958 0
1098 959 0
1100 960 0
1101 961 0
