"node_id"	"sp_name"	"module"	"flow"	"diet.set"
1	"Oxyopes_sertatus"	1	0.0711382	"spider"
2	"Tetragnatha_praedonia"	8	0.00609756	"spider"
3	"Tetragnatha_caudicula"	6	0.0528455	"spider"
4	"Ebrechtella_tricuspidata"	4	0.0670732	"spider"
6	"Neoscona_mellotteei"	8	0.00609756	"spider"
8	"Diaea_subdola"	11	0.00813008	"spider"
12	"Mendoza_elongata"	16	0.00406504	"spider"
15	"Thomisus_labefactus"	7	0.00203252	"spider"
16	"Sitticus_sp."	10	0.00203252	"spider"
19	"Leucauge_blanda"	2	0.0691057	"spider"
21	"Neriene_radiata"	7	0.0406504	"spider"
22	"Cyclosa_sedeculata"	3	0.0609756	"spider"
23	"Cheiracanthium_japonicum"	17	0.00203252	"spider"
24	"Neoscona_scylloides"	5	0.0691057	"spider"
25	"Salticidae_sp.6"	18	0.00203252	"spider"
26	"Mimetus_sp."	9	0.00609756	"spider"
27	"Pachygnatha_tenera"	15	0.00406504	"spider"
28	"Neoscona_adianta"	13	0.00406504	"spider"
29	"Philodromus_sp."	12	0.00813008	"spider"
30	"Salticidae_sp.5"	5	0.00203252	"spider"
31	"Tetragnatha_squamata"	14	0.00406504	"spider"
32	"Argiope_bruennichi"	10	0.00813008	"spider"
56	"H_0007_Diptera_Empididae"	2	0.0162602	"predatory/parasitic"
57	"H_0010_Diptera_Diptera"	6	0.00813008	"unidentified"
60	"H_0013_Diptera_Diptera"	6	0.00203252	"unidentified"
62	"H_0015_Diptera_Diptera"	1	0.00406504	"unidentified"
70	"H_0023_Diptera_Diptera"	4	0.0101626	"unidentified"
71	"H_0024_Diptera_Diptera"	2	0.00813008	"unidentified"
76	"H_0031_Diptera_Diptera"	5	0.00203252	"unidentified"
80	"H_0035_Hemiptera_Aphididae"	5	0.0142276	"herbivorous"
90	"H_0046_Collembola_Homidia"	13	0.00203252	"detritivorous"
91	"H_0047_Diptera_Diptera"	18	0.00203252	"unidentified"
92	"H_0048_Hemiptera_Tropidocephala"	2	0.00406504	"herbivorous"
93	"H_0049_Coleoptera_Hypera"	4	0.0101626	"herbivorous"
95	"H_0051_Diptera_Diptera"	7	0.00203252	"unidentified"
97	"H_0055_Diptera_Homoneura"	3	0.00203252	"detritivorous"
102	"H_0062_Diptera_Sarcophaga"	4	0.00203252	"detritivorous"
103	"H_0063_Diptera_Diptera"	6	0.00203252	"unidentified"
105	"H_0065_Diptera_Chironomidae"	6	0.00203252	"detritivorous"
114	"H_0074_Diptera_Scaptomyza"	2	0.00406504	"variable"
115	"H_0075_Hemiptera_Sitobion.avenae"	6	0.00203252	"herbivorous"
118	"H_0078_Diptera_Mayetiola"	9	0.00609756	"variable"
128	"H_0089_Diptera_Bradysia"	3	0.0365854	"detritivorous"
131	"H_0092_Diptera_Rhopalomyia"	8	0.00203252	"variable"
138	"H_0100_Hemiptera_Hemiptera"	9	0.00609756	"unidentified"
139	"H_0101_Hymenoptera_Andrena"	1	0.00203252	"herbivorous"
142	"H_0104_Hymenoptera_Hymenoptera"	1	0.00203252	"unidentified"
143	"H_0105_Diptera_Sciaridae"	3	0.0142276	"detritivorous"
144	"H_0106_Hemiptera_Rhopalosiphum.padi"	7	0.00203252	"herbivorous"
146	"H_0109_Diptera_Scaptomyza"	6	0.0121951	"variable"
148	"H_0111_Diptera_Diptera"	7	0.0101626	"unidentified"
153	"H_0116_Diptera_Atrichopogon"	6	0.00813008	"predatory/parasitic"
154	"H_0117_Hemiptera_Aphididae"	1	0.00203252	"herbivorous"
161	"H_0124_Coleoptera_Chrysomelidae"	3	0.00203252	"herbivorous"
162	"H_0125_Hemiptera_Cicadellidae"	3	0.00203252	"herbivorous"
165	"H_0130_Diptera_Diptera"	9	0.00203252	"unidentified"
166	"H_0131_Collembola_Collembola"	3	0.00203252	"unidentified"
168	"H_0133_Hemiptera_Chaitophorus"	4	0.00203252	"herbivorous"
176	"H_0142_Diptera_Chironomus"	4	0.00203252	"detritivorous"
177	"H_0143_Diptera_Diptera"	5	0.0101626	"unidentified"
182	"H_0148_Diptera_Diptera"	12	0.00203252	"unidentified"
184	"H_0151_Lepidoptera_Lepidoptera"	1	0.00609756	"unidentified"
185	"H_0152_Diptera_Diptera"	4	0.00203252	"unidentified"
190	"H_0158_Hemiptera_Cicadellidae"	3	0.00203252	"herbivorous"
194	"H_0164_Diptera_Cecidomyiidae"	1	0.00203252	"variable"
195	"H_0165_Diptera_Bradysia"	7	0.00813008	"detritivorous"
198	"H_0168_Coleoptera_Chrysomelidae"	3	0.00203252	"herbivorous"
202	"H_0172_Hemiptera_Hemiptera"	2	0.00203252	"unidentified"
211	"H_0182_Diptera_Diptera"	1	0.00203252	"unidentified"
213	"H_0184_Diptera_Melanostoma"	11	0.00406504	"variable"
218	"H_0189_Diptera_Phoridae"	7	0.00203252	"variable"
219	"H_0191_Coleoptera_Curculionidae"	1	0.00203252	"herbivorous"
220	"H_0192_Diptera_Melanagromyza"	2	0.00203252	"herbivorous"
222	"H_0194_Diptera_Sciaridae"	7	0.00406504	"detritivorous"
225	"H_0197_Diptera_Sciara"	1	0.00406504	"detritivorous"
226	"H_0198_Hemiptera_Triozidae"	2	0.00406504	"herbivorous"
228	"H_0200_Coleoptera_Cantharidae"	1	0.00203252	"predatory/parasitic"
232	"H_0204_Diptera_Cecidomyiidae"	2	0.00203252	"variable"
240	"H_0212_Diptera_Cecidomyiidae"	1	0.0101626	"variable"
248	"H_0220_Hymenoptera_Hymenoptera"	5	0.00203252	"unidentified"
249	"H_0222_Coleoptera_Coleoptera"	13	0.00203252	"unidentified"
253	"H_0226_Hemiptera_Aphididae"	7	0.00406504	"herbivorous"
261	"H_0235_Diptera_Diptera"	6	0.00203252	"unidentified"
264	"H_0238_Hemiptera_Hemiptera"	4	0.00203252	"unidentified"
270	"H_0245_Diptera_Diptera"	1	0.00203252	"unidentified"
272	"H_0247_Diptera_Cecidomyiidae"	6	0.00203252	"variable"
276	"H_0251_Lepidoptera_Inurois"	1	0.00203252	"herbivorous"
281	"H_0256_Diptera_Minettia"	6	0.00203252	"detritivorous"
284	"H_0259_Diptera_Cecidomyiidae"	6	0.00406504	"variable"
305	"H_0282_Diptera_Sciaridae"	3	0.00203252	"detritivorous"
315	"H_0293_Diptera_Ensina.sonchi"	2	0.00203252	"herbivorous"
320	"H_0299_Diptera_Bradysia"	11	0.00406504	"detritivorous"
324	"H_0306_Diptera_Diptera"	10	0.00813008	"unidentified"
326	"H_0308_Diptera_Diptera"	7	0.00203252	"unidentified"
337	"H_0321_Diptera_Bradysia"	2	0.00203252	"detritivorous"
341	"H_0325_Hemiptera_Hemiptera"	12	0.00203252	"unidentified"
