"node_id"	"sp_name"	"module"	"flow"	"diet.set"
292	"H_0269_Hemiptera_Bemisia"	11	0.00117925	"herbivorous"
297	"H_0274_Diptera_Diptera"	3	0.00117925	"unidentified"
298	"H_0275_Diptera_Cecidomyiidae"	6	0.00825472	"variable"
301	"H_0278_Diptera_Sciara"	4	0.00707547	"detritivorous"
302	"H_0279_Hymenoptera_Aphidius"	4	0.00353774	"predatory/parasitic"
306	"H_0283_Diptera_Diptera"	2	0.00117925	"unidentified"
310	"H_0288_Diptera_Cecidomyiidae"	10	0.00235849	"variable"
313	"H_0291_Diptera_Cecidomyiidae"	10	0.00117925	"variable"
314	"H_0292_Diptera_Ephydridae"	11	0.00117925	"variable"
325	"H_0307_Diptera_Cecidomyiidae"	7	0.00589623	"variable"
330	"H_0313_Diptera_Diptera"	1	0.00117925	"unidentified"
336	"H_0320_Hymenoptera_Ichneumonidae"	3	0.00117925	"predatory/parasitic"
350	"H_0335_Diptera_Sciaridae"	18	0.00117925	"detritivorous"
369	"H_0357_Hemiptera_Hemiptera"	8	0.00117925	"unidentified"
381	"H_0369_Psocoptera_Peripsocus"	15	0.00117925	"detritivorous"
386	"H_0374_Lepidoptera_Lepidoptera"	2	0.00117925	"unidentified"
388	"H_0376_Diptera_Diptera"	3	0.00117925	"unidentified"
391	"H_0379_Hemiptera_Aphididae"	2	0.00235849	"herbivorous"
392	"H_0381_Diptera_Diptera"	5	0.00235849	"unidentified"
395	"H_0384_Diptera_Diptera"	3	0.00117925	"unidentified"
400	"H_0391_Lepidoptera_Lepidoptera"	2	0.00117925	"unidentified"
401	"H_0392_Hemiptera_Cicadellidae"	16	0.00117925	"herbivorous"
407	"H_0398_Hemiptera_Aphididae"	6	0.00353774	"herbivorous"
408	"H_0399_Coleoptera_Coleoptera"	3	0.00117925	"unidentified"
414	"H_0406_Diptera_Diptera"	11	0.00471698	"unidentified"
417	"H_0409_Hemiptera_Melanaphis"	1	0.00117925	"herbivorous"
418	"H_0410_Diptera_Cecidomyiidae"	1	0.00117925	"variable"
421	"H_0413_Hymenoptera_Formica"	8	0.00235849	"predatory/parasitic"
430	"H_0425_Diptera_Cecidomyiidae"	8	0.00117925	"variable"
434	"H_0430_Diptera_Diptera"	1	0.00117925	"unidentified"
435	"H_0431_Hemiptera_Aphididae"	9	0.00235849	"herbivorous"
443	"H_0441_Hemiptera_Hemiptera"	17	0.00117925	"unidentified"
445	"H_0443_Diptera_Pseudolycoriella"	3	0.00117925	"detritivorous"
450	"H_0449_Diptera_Cecidomyiidae"	1	0.00117925	"variable"
457	"H_0457_Hemiptera_Empoascanara"	16	0.00235849	"herbivorous"
459	"H_0459_Hymenoptera_Eulophidae"	2	0.00117925	"predatory/parasitic"
462	"H_0462_Hymenoptera_Formicidae"	8	0.00117925	"predatory/parasitic"
463	"H_0464_Diptera_Cecidomyiidae"	7	0.00589623	"variable"
475	"H_0476_Diptera_Diptera"	9	0.00117925	"unidentified"
496	"H_0499_Hymenoptera_Formicidae"	5	0.00353774	"predatory/parasitic"
509	"H_0512_Diptera_Sciaridae"	1	0.00353774	"detritivorous"
517	"H_0520_Diptera_Cystiphora"	17	0.00235849	"variable"
537	"H_0541_Diptera_Cecidomyiidae"	1	0.00117925	"variable"
542	"H_0547_Diptera_Diptera"	9	0.00117925	"unidentified"
545	"H_0550_Diptera_Cricotopus"	1	0.00117925	"detritivorous"
553	"H_0558_Diptera_Dolichopus.bigeniculatus"	3	0.00117925	"variable"
558	"H_0564_Hemiptera_Stenotus"	10	0.00117925	"variable"
563	"H_0569_Diptera_Cecidomyiidae"	18	0.00117925	"variable"
571	"H_0581_Diptera_Cecidomyiidae"	5	0.00117925	"variable"
573	"H_0584_Hemiptera_Anoecia"	1	0.00117925	"herbivorous"
575	"H_0587_Diptera_Diptera"	5	0.00117925	"unidentified"
594	"H_0609_Coleoptera_Coleoptera"	9	0.00117925	"unidentified"
599	"H_0614_Hemiptera_Cymus"	3	0.00117925	"herbivorous"
602	"H_0618_Diptera_Diptera"	13	0.00117925	"unidentified"
606	"H_0622_Diptera_Diptera"	11	0.00117925	"unidentified"
612	"H_0630_Hymenoptera_Hymenoptera"	1	0.00117925	"unidentified"
625	"H_0648_Lepidoptera_Lepidoptera"	10	0.00117925	"unidentified"
628	"H_0651_Hymenoptera_Formica"	8	0.00117925	"predatory/parasitic"
631	"H_0655_Diptera_Cecidomyiidae"	7	0.00117925	"variable"
632	"H_0656_Coleoptera_Coleoptera"	9	0.00117925	"unidentified"
633	"H_0657_Diptera_Megaselia"	5	0.00117925	"variable"
640	"H_0664_Diptera_Cecidomyiidae"	1	0.00117925	"variable"
645	"H_0669_Hemiptera_Cicadellidae"	10	0.00117925	"herbivorous"
646	"H_0671_Diptera_Cecidomyiidae"	6	0.00117925	"variable"
667	"H_0694_Diptera_Cecidomyiidae"	7	0.00235849	"variable"
673	"H_0704_Hemiptera_Cacopsylla"	3	0.00117925	"herbivorous"
674	"H_0705_Diptera_Cecidomyiidae"	7	0.00117925	"variable"
684	"H_0716_Coleoptera_Coleoptera"	1	0.00235849	"unidentified"
685	"H_0717_Hemiptera_Hemiptera"	13	0.00235849	"unidentified"
694	"H_0726_Diptera_Diptera"	13	0.00117925	"unidentified"
721	"H_0757_Coleoptera_Monotoma"	5	0.00235849	"detritivorous"
726	"H_0763_Hymenoptera_Formica.cunicularia"	8	0.00117925	"predatory/parasitic"
736	"H_0778_Hemiptera_Miridae"	1	0.00117925	"variable"
749	"H_0796_Diptera_Cecidomyiidae"	1	0.00117925	"variable"
750	"H_0797_Diptera_Cecidomyiidae"	4	0.00117925	"variable"
764	"H_0812_Thysanoptera_Phlaeothripidae"	2	0.00117925	"herbivorous"
773	"H_0822_Diptera_Cecidomyiidae"	13	0.00117925	"variable"
774	"H_0823_Hymenoptera_Formicidae"	9	0.00117925	"predatory/parasitic"
783	"H_0833_Diptera_Homoneura"	1	0.00117925	"detritivorous"
790	"H_0841_Hemiptera_Bemisia"	1	0.00117925	"herbivorous"
797	"H_0849_Diptera_Diptera"	5	0.00117925	"unidentified"
798	"H_0850_Hemiptera_Aphididae"	1	0.00117925	"herbivorous"
806	"H_0861_Diptera_Cecidomyiidae"	7	0.00117925	"variable"
807	"H_0862_Hymenoptera_Ceraphronidae"	6	0.00117925	"predatory/parasitic"
822	"H_0880_Hymenoptera_Eulophidae"	21	0.00117925	"predatory/parasitic"
841	"H_0904_Hymenoptera_Braconidae"	2	0.00117925	"predatory/parasitic"
876	"H_0942_Diptera_Sciaridae"	2	0.00117925	"detritivorous"
877	"H_0943_Diptera_Sphaeroceridae"	1	0.00117925	"detritivorous"
894	"H_0962_Diptera_Diptera"	2	0.00117925	"unidentified"
918	"H_0992_Diptera_Cecidomyiidae"	1	0.00117925	"variable"
919	"H_0993_Hemiptera_Hemiptera"	1	0.00117925	"unidentified"
949	"H_1034_Hymenoptera_Pteromalidae"	15	0.00117925	"predatory/parasitic"
950	"H_1035_Coleoptera_Coleoptera"	5	0.00117925	"unidentified"
951	"H_1036_Hymenoptera_Ichneumonidae"	3	0.00117925	"predatory/parasitic"
973	"H_1061_Diptera_Cecidomyiidae"	1	0.00117925	"variable"
991	"H_1085_Coleoptera_Cortinicara"	13	0.00117925	"detritivorous"
993	"H_1088_Diptera_Diptera"	3	0.00117925	"unidentified"
1009	"H_1109_Diptera_Cecidomyiidae"	9	0.00117925	"variable"
1023	"H_1130_Diptera_Cecidomyiidae"	7	0.00235849	"variable"
1077	"H_1194_Orthoptera_Conocephalus.maculatus"	14	0.00235849	"variable"
1079	"H_1196_Hemiptera_Acyrthosiphon.pisum"	2	0.0448113	"herbivorous"
1080	"H_1198_Hemiptera_Aphis"	5	0.00117925	"herbivorous"
1086	"H_1205_Hemiptera_Aphididae"	3	0.00117925	"herbivorous"
1097	"H_1219_Diptera_Forcipomyia"	3	0.00117925	"predatory/parasitic"
1098	"H_1220_Hemiptera_Cicadellidae"	3	0.00117925	"herbivorous"
1100	"H_1222_Hemiptera_Aphididae"	12	0.00235849	"herbivorous"
1101	"H_1223_Hymenoptera_Nylanderia"	7	0.00117925	"predatory/parasitic"
