"node_id"	"sp_name"	"module"	"flow"	"diet.set"
1	"Oxyopes_sertatus"	2	0.0193966	"spider"
2	"Tetragnatha_praedonia"	1	0.00107759	"spider"
3	"Tetragnatha_caudicula"	5	0.018319	"spider"
4	"Ebrechtella_tricuspidata"	3	0.018319	"spider"
5	"Nephila_clavata"	10	0.00646552	"spider"
6	"Neoscona_mellotteei"	1	0.00646552	"spider"
7	"Clubiona_sp."	3	0.00215517	"spider"
9	"Xysticus_sp."	1	0.0603448	"spider"
12	"Mendoza_elongata"	1	0.00107759	"spider"
15	"Thomisus_labefactus"	4	0.0204741	"spider"
19	"Leucauge_blanda"	6	0.0107759	"spider"
21	"Neriene_radiata"	7	0.012931	"spider"
24	"Neoscona_scylloides"	8	0.00862069	"spider"
32	"Argiope_bruennichi"	1	0.27694	"spider"
33	"Araneidae_sp.1"	1	0.00107759	"spider"
34	"Araneus_abscissus"	12	0.00323276	"spider"
36	"Agelena_silvatica"	11	0.00431034	"spider"
38	"Cyclosa_atrata"	1	0.00323276	"spider"
41	"Parasteatoda_japonica"	2	0.00323276	"spider"
42	"Linyphiidae_sp.5"	1	0.0161638	"spider"
43	"Salticidae_sp.2"	9	0.00538793	"spider"
52	"H_0002_Orthoptera_Conocephalus.maculatus"	1	0.00323276	"variable"
53	"H_0004_Orthoptera_Acrididae"	1	0.0118534	"herbivorous"
54	"H_0005_Diptera_Diptera"	1	0.049569	"unidentified"
58	"H_0011_Diptera_Diptera"	1	0.00215517	"unidentified"
60	"H_0013_Diptera_Diptera"	3	0.00323276	"unidentified"
62	"H_0015_Diptera_Diptera"	1	0.00215517	"unidentified"
64	"H_0017_Hemiptera_Bothrogonia"	1	0.00107759	"herbivorous"
65	"H_0018_Hemiptera_Cavariella"	1	0.00107759	"herbivorous"
66	"H_0019_Coleoptera_Plagiodera.versicolora"	4	0.00107759	"herbivorous"
67	"H_0020_Hymenoptera_Lasius"	1	0.00107759	"predatory/parasitic"
75	"H_0030_Diptera_Chironomidae"	10	0.00215517	"detritivorous"
76	"H_0031_Diptera_Diptera"	1	0.00107759	"unidentified"
77	"H_0032_Diptera_Diptera"	4	0.00107759	"unidentified"
80	"H_0035_Hemiptera_Aphididae"	8	0.00215517	"herbivorous"
81	"H_0036_Diptera_Chironomus"	1	0.0323276	"detritivorous"
85	"H_0040_Lepidoptera_Lepidoptera"	1	0.00107759	"unidentified"
87	"H_0042_Diptera_Chironomus"	1	0.0721983	"detritivorous"
88	"H_0043_Orthoptera_Conocephalus"	1	0.0118534	"variable"
90	"H_0046_Collembola_Homidia"	1	0.00431034	"detritivorous"
94	"H_0050_Diptera_Diptera"	1	0.00323276	"unidentified"
96	"H_0052_Diptera_Drosophila"	8	0.00215517	"variable"
98	"H_0056_Hymenoptera_Dendrocerus.carpenteri"	4	0.00107759	"predatory/parasitic"
100	"H_0060_Orthoptera_Acrida"	1	0.00107759	"herbivorous"
105	"H_0065_Diptera_Chironomidae"	4	0.00431034	"detritivorous"
106	"H_0066_Diptera_Chironomus"	1	0.00538793	"detritivorous"
108	"H_0068_Coleoptera_Chrysomelidae"	2	0.00215517	"herbivorous"
111	"H_0071_Hemiptera_Orius"	1	0.00107759	"predatory/parasitic"
112	"H_0072_Diptera_Rivellia"	6	0.00323276	"variable"
115	"H_0075_Hemiptera_Sitobion.avenae"	1	0.00107759	"herbivorous"
123	"H_0083_Lepidoptera_Cupido.argiades"	4	0.00107759	"herbivorous"
128	"H_0089_Diptera_Bradysia"	1	0.00107759	"detritivorous"
129	"H_0090_Diptera_Coboldia"	1	0.00323276	"detritivorous"
